Title,Director,Cast,Year,Genre,combo
apna bana lo,J. Om Prakash,kapoor rekha jeetendra shakti,1982,family drama,kapoor rekha jeetendra shakti family drama
apradhi kaun,Mohan Bhakri,khan rajni choudhary javed sharma arpana,1982,thriller,khan rajni choudhary javed sharma arpana thriller
arth,Mahesh Bhatt,shabana smita patil azmi,1982,drama,shabana smita patil azmi drama
ashanti,Umesh Mehra,chakraborty shabana aman rajesh khanna azmi parveen babi zeenat mithun,1982,crime adventure action,chakraborty shabana aman rajesh khanna azmi parveen babi zeenat mithun crime adventure action
ayaash,Shakti Samanta,arun govil kumar sanjeev agnihotri rati,1982,romance,arun govil kumar sanjeev agnihotri rati romance
baawri,A. C. Tirulokchandar,lagoo jayapradha yogeeta shreeram bali,1982,family,lagoo jayapradha yogeeta shreeram bali family
bachche teen aur daku chhe,Govind Saraiya,unknown,1982,unknown,unknown unknown
badle ki aag,Raj Kumar Kohli,dutt sunil dharmendra jeetendra,1982,action,dutt sunil dharmendra jeetendra action
baghavat,Ramanand Sagar,malini reena hema dharmendra roy,1982,action romance,malini reena hema dharmendra roy action romance
barrister,Salil M. Ghosh,vinod mehra arun pandit govil sulakshana,1982,drama,vinod mehra arun pandit govil sulakshana drama
bazaar,Sagar Sarhadi,shah patil shaikh naseeruddin smita farooq,1982,family drama,shah patil shaikh naseeruddin smita farooq family drama
bemisal,Hrishikesh Mukherjee,vinod mehra bachchan amitabh gulzar rakhee,1982,family drama,vinod mehra bachchan amitabh gulzar rakhee family drama
bezubaan,Bapu,shashi kapoor kiran reena raj roy,1982,drama romance,shashi kapoor kiran reena raj roy drama romance
bhai aakhir bhai hota hai,R.C Nanda,naaz kumari monty nath,1982,unknown,naaz kumari monty nath unknown
bheegi palkein,Sisir Misra,patil babbar dina smita pathak raj,1982,romance,patil babbar dina smita pathak raj romance
chalti ka naam zindagi,Kishore Kumar,harindranath master chattopadhyay kishore kumar bhagwan rita bhaduri,1982,unknown,harindranath master chattopadhyay kishore kumar bhagwan rita bhaduri unknown
chambal ke daku,Unknown,khan javed,1982,unknown,khan javed unknown
chorni,Jyoti Sarup,lagoo jeetendra shreeram singh neetu,1982,family,lagoo jeetendra shreeram singh neetu family
dard ka rishta,Sunil Dutt,patil dutt smita sunil reena roy,1982,drama,patil dutt smita sunil reena roy drama
daulat,Mohan Segal,vinod khan amjad khanna zeenat aman,1982,family crime action drama,vinod khan amjad khanna zeenat aman family crime action drama
davedar,Unknown,unknown,1982,unknown,unknown unknown
deedar-e-yaar,Harnam Singh Rawail,kapoor rekha jeetendra rishi,1982,drama romance,kapoor rekha jeetendra rishi drama romance
desh premee,Manmohan Desai,khan malini amjad bachchan parveen sharmila amitabh hema tagore babi,1982,action drama,khan malini amjad bachchan parveen sharmila amitabh hema tagore babi action drama
dharam kanta,Sultan Ahmed,waheeda pandit sulakshana jeetendra kumar khanna rajesh reena raaj rehman roy,1982,family action drama,waheeda pandit sulakshana jeetendra kumar khanna rajesh reena raaj rehman roy family action drama
dial 100,S. Ramanathan,kumar ashok,1982,unknown,kumar ashok unknown
dil hi dil mein,Desh Gautam,dhumal manju iftekhar bhatia,1982,unknown,dhumal manju iftekhar bhatia unknown
dil ka sathi dil,Unknown,wahab zarina hassan kamal,1982,unknown,wahab zarina hassan kamal unknown
dil-e-nadaan,C.V. Sridhar,jayapradha shatrughan sinha rajesh khanna,1982,drama romance,jayapradha shatrughan sinha rajesh khanna drama romance
dil... akhir dil hai,Esmayeel Shroff,shah naseeruddin gulzar parveen rakhee babi,1982,drama,shah naseeruddin gulzar parveen rakhee babi drama
disco dancer,Babbar Subhash,chakraborty kim yashpal mithun,1982,musical drama,chakraborty kim yashpal mithun musical drama
do dishayen,Dulal Guha,hema malini dharmendra,1982,unknown,hema malini dharmendra unknown
do guru,Ravi Tandon,shashi kapoor khanna padma singh neetu,1982,action,shashi kapoor khanna padma singh neetu action
do ustad,S.D. Narang,danny shatrughan sinha reena denzongpa roy,1982,unknown,danny shatrughan sinha reena denzongpa roy unknown
dulha bikta hai,Anwar Pasha,anita simple babbar kapadia raj,1982,family drama,anita simple babbar kapadia raj family drama
farz aur kanoon,K. Raghavendra Rao,malini kiran jeetendra agnihotri hema raj rati,1982,unknown,malini kiran jeetendra agnihotri hema raj rati unknown
ghazab,Dixit,seema krishan deo rekha dhawan dharmendra,1982,family drama,seema krishan deo rekha dhawan dharmendra family drama
gopichand jasoos,Naresh Kumar,kapoor i johar s raj zeenat aman,1982,comedy,kapoor i johar s raj zeenat aman comedy
gumsum,Dayanand,madhu kapoor arun govil shakti,1982,drama,madhu kapoor arun govil shakti drama
haathkadi,Surendra Mohan,shatrughan sinha kumar reena sanjeev roy,1982,family drama thriller,shatrughan sinha kumar reena sanjeev roy family drama thriller
hamari bahu alka,Basu Chatterjee,rakesh goswami bindiya utpal dutt roshan,1982,unknown,rakesh goswami bindiya utpal dutt roshan unknown
hearbeat,Biplab Roy Chowdhury,anita palekar amol dutt utpal kanwar,1982,drama,anita palekar amol dutt utpal kanwar drama
insaan,Narendra Bedi,vinod jeetendra khanna reena roy,1982,family drama,vinod jeetendra khanna reena roy family drama
jaanwar,Ali Raza,pradeep rajesh khanna kumar pran zeenat aman,1982,action drama,pradeep rajesh khanna kumar pran zeenat aman action drama
jawalaa dahej ki,Chaman Nillay,arun shoma govil anand sonia sahni,1982,unknown,arun shoma govil anand sonia sahni unknown
jeeo aur jeene do,Shyam Ralhan,danny jeetendra pran reena denzongpa roy,1982,unknown,danny jeetendra pran reena denzongpa roy unknown
jeevan dhaara,Rama Rao Tatineni,palekar simple babbar rekha amol kapadia raj,1982,drama,palekar simple babbar rekha amol kapadia raj drama
jivan rahasya,Bhimsain,unknown,1982,animation,unknown animation
johny i love you,Rakesh Kumar,dutt agnihotri suresh sanjay oberoi rati,1982,action romance,dutt agnihotri suresh sanjay oberoi rati action romance
kaamchor,K. Vishwanath,roshan jayapradha tanuja rakesh,1982,family drama,roshan jayapradha tanuja rakesh family drama
kanchan aur ganga,Mehul Kumar,kiran kumar,1982,unknown,kiran kumar unknown
kanya dweep,Ramanna,jayshree t,1982,musical,jayshree t musical
kasam durga ki,Unknown,rajni murad raza sharma khanna padma,1982,unknown,rajni murad raza sharma khanna padma unknown
khud-daar,Ravi Tandon,vinod mehra bachchan kumar sanjeev amitabh parveen babi,1982,drama,vinod mehra bachchan kumar sanjeev amitabh parveen babi drama
khush naseeb,Unknown,vinod kolhapure mehra padmini,1982,unknown,vinod kolhapure mehra padmini unknown
lakshmi,B.S. Thapa,ranjeet babbar reena raj roy,1982,drama,ranjeet babbar reena raj roy drama
lubna,Unknown,narayan singh prema kanwaljit,1982,unknown,narayan singh prema kanwaljit unknown
main intequam loonga,Rama Rao Tatineni,lagoo shreeram reena dharmendra roy,1982,unknown,lagoo shreeram reena dharmendra roy unknown
maine jeena seekh liya,Bhisham Kohli,rajni bala behl mohammad asif geeta,1982,drama romance,rajni bala behl mohammad asif geeta drama romance
maut ka saya,Tulsi Ramsay,ghatge dhawan behl anil geeta vijayendra,1982,drama,ghatge dhawan behl anil geeta vijayendra drama
meharbaani,"Ajit Singh Deol, A. Nairang",mahendra sandhu narendra sarika nath,1982,unknown,mahendra sandhu narendra sarika nath unknown
mehndi rang layegi,Narayana Rao Dasari,anita rekha jeetendra raj,1982,family drama,anita rekha jeetendra raj family drama
nadiya ke paar,Govind Moonis,bajaj mitali savita inder thakur,1982,family drama,bajaj mitali savita inder thakur family drama
namak halaal,Prakash Mehra,shashi kapoor waheeda patil bachchan smita amitabh parveen babi rehman,1982,drama,shashi kapoor waheeda patil bachchan smita amitabh parveen babi rehman drama
namkeen,Gulzar,waheeda shabana kumar azmi sanjeev sharmila tagore rehman,1982,drama,waheeda shabana kumar azmi sanjeev sharmila tagore rehman drama
nikaah,B. R. Chopra,babbar salma raj agha,1982,romance,babbar salma raj agha romance
partner,Anil Tejani,deepti kapoor naval pran shakti,1982,unknown,deepti kapoor naval pran shakti unknown
prem rog,Raj Kapoor,kapoor kolhapure padmini rishi,1982,drama,kapoor kolhapure padmini rishi drama
pyaar ke rahi,Atma Ram,sarup padmini jyoti kapila kanwaljit singh,1982,unknown,sarup padmini jyoti kapila kanwaljit singh unknown
pyaar mein sauda nahin,Unknown,bedi kiran rakesh sharat saxena raj,1982,unknown,bedi kiran rakesh sharat saxena raj unknown
pyara tarana,K. Balachander,inamdar shafi hassan asrani kamal,1982,unknown,inamdar shafi hassan asrani kamal unknown
raakh aur chingari,Unknown,vinod mehra,1982,unknown,vinod mehra unknown
raaste pyar ke,V.B. Rajendra Prasad,rekha azmi jeetendra shabana,1982,family drama,rekha azmi jeetendra shabana family drama
raj mahal,K. Parvez,vinod khanna asrani singh neetu,1982,drama,vinod khanna asrani singh neetu drama
rajput,Vijay Anand,malini rajesh khanna hema dharmendra,1982,crime action romance,malini rajesh khanna hema dharmendra crime action romance
ramnagari,Kantilal Rathod,mulay deshpande sulabha nagarkar suhasini ram,1982,drama,mulay deshpande sulabha nagarkar suhasini ram drama
rustom,Dara Singh,dara sohrab modi tanuja singh,1982,unknown,dara sohrab modi tanuja singh unknown
saath saath,Raman Kumar,bedi rakesh avtar sudha chopra gill,1982,drama,bedi rakesh avtar sudha chopra gill drama
samraat,Mohan Segal,hema malini dharmendra jeetendra,1982,action thriller,hema malini dharmendra jeetendra action thriller
sanam teri kasam,Narendra Bedi,jagdeep reena hassan roy kamal,1982,crime family comedy romance drama,jagdeep reena hassan roy kamal crime family comedy romance drama
sant gyaneshwar,Unknown,dev kaushal kumar mahesh kothare kanan,1982,unknown,dev kaushal kumar mahesh kothare kanan unknown
sati aur bhagwan,Unknown,arora vijay,1982,unknown,arora vijay unknown
satte pe satta,Raj Sippy,bachchan malini amitabh hema,1982,comedy,bachchan malini amitabh hema comedy
saugandh,Ravikant Nagaich,unknown,1982,unknown,unknown unknown
sawaal,Ramesh Talwar,shashi kapoor waheeda kumar sanjeev rehman,1982,family drama,shashi kapoor waheeda kumar sanjeev rehman family drama
shadi shadi,Bhimsain,unknown,1982,animation,unknown animation
shakti,Ramesh Sippy,kapoor raakhee amrish kharbanda patil kulbhushan bachchan puri kumar dilip smita amitabh anil,1982,drama,kapoor raakhee amrish kharbanda patil kulbhushan bachchan puri kumar dilip smita amitabh anil drama
shaukeen,Basu Chatterjee,chrwaborty hangal mithun a kumar dutt utpal k agnihotri rati ashok,1982,comedy,chrwaborty hangal mithun a kumar dutt utpal k agnihotri rati ashok comedy
shiv charan,Anil Kumar,vinod mehra choudhary jankidas chandana,1982,unknown,vinod mehra choudhary jankidas chandana unknown
shriman shrimati,Vijaya Reddy,rakesh kumar sanjeev roshan gulzar rakhee,1982,family drama comedy,rakesh kumar sanjeev roshan gulzar rakhee family drama comedy
sindoor bane jwala,K. Bapaiah,sanjeev sharada kumar,1982,unknown,sanjeev sharada kumar unknown
situm,"Arunavikas, Arunavikas",shah patil naseeruddin smita vikram,1982,family drama,shah patil naseeruddin smita vikram family drama
star,Vinod Pande,gaurav padmini kolhapure kumar agnihotri rati,1982,romance,gaurav padmini kolhapure kumar agnihotri rati romance
sultana daku,Mohammed Hussain,ajit dara singh helen,1982,action,ajit dara singh helen action
sumbandh,Shibu Mittra,vinod mehra kumar agnihotri rati ashok,1982,romance action drama thriller,vinod mehra kumar agnihotri rati ashok romance action drama thriller
sun sajna,Chander Bahl,chakraborty ranjeeta iftekhar kaur mithun,1982,family drama romance,chakraborty ranjeeta iftekhar kaur mithun family drama romance
suraag,"Jagmohan Mundhra, Ambrish Sangal",shabana rajesh kumar azmi khanna sanjeev,1982,mystery thriller,shabana rajesh kumar azmi khanna sanjeev mystery thriller
swami dada,Dev Anand.,chakraborty dev anand agnihotri rati mithun,1982,family action drama,chakraborty dev anand agnihotri rati mithun family action drama
taaqat,Unknown,vinod khanna pran gulzar parveen rakhee babi,1982,unknown,vinod khanna pran gulzar parveen rakhee babi unknown
taqdeer ka badshah,Babbar Subhash,chakraborty khan amjad pran ranjeeta kaur mithun,1982,unknown,chakraborty khan amjad pran ranjeeta kaur mithun unknown
teesri aankh,Subodh Mukerji,shatrughan sinha dharmendra zeenat aman,1982,action thriller,shatrughan sinha dharmendra zeenat aman action thriller
teri kasam,A. C. Tirulokchandar,dhillon gaurav kumar poonam,1982,romance,dhillon gaurav kumar poonam romance
teri maang sitaron se bhar doon,Raj Khosla,kiran padmini kolhapure nutan raj,1982,family,kiran padmini kolhapure nutan raj family
thirst,O.P. Ralhan,madan mahendru anju puri zeenat aman,1982,unknown,madan mahendru anju puri zeenat aman unknown
tumhare bina,Satyen Bose,swaroop master sampat suresh ravi oberoi,1982,family drama,swaroop master sampat suresh ravi oberoi family drama
umbartha,Jabbar Patel,moghe patil smita shrikant girish karnad,1982,drama,moghe patil smita shrikant girish karnad drama
ustadi ustad se,Deepak Bahry,master bittoo mumtaz bhagwan begum,1982,crime romance action drama,master bittoo mumtaz bhagwan begum crime romance action drama
vakil babu,Asit Sen,kapoor shashi raj zeenat aman,1982,unknown,kapoor shashi raj zeenat aman unknown
vidhaata,Subhash Ghai,kapoor kumar dilip dutt sanjeev sanjay shammi,1982,drama,kapoor kumar dilip dutt sanjeev sanjay shammi drama
vijeta,Govind Nihalani,shashi kapoor rekha supriya pathak,1982,drama,shashi kapoor rekha supriya pathak drama
waqt ke shehzade,Kukoo Kapoor,iyer aruna agnihotri irani kalpana rati,1982,musical,iyer aruna agnihotri irani kalpana rati musical
waqt-waqt ki baat,Santosh Saroj,rameshwari roshan rakesh,1982,unknown,rameshwari roshan rakesh unknown
yeh nazdeekiyan,Vinod Pande,shabana zuber azmi marc parveen babi,1982,drama romance,shabana zuber azmi marc parveen babi drama romance
yeh to kamaal ho gaya,T. Rama Rao,bole chatwal suresh vijay kumud arora,1982,drama action comedy,bole chatwal suresh vijay kumud arora drama action comedy
yeh vaada raha,Kapil Kapoor,kapoor raakhee gulzhar munim tina dhillon shammi rishi poonam,1982,musical drama romance,kapoor raakhee gulzhar munim tina dhillon shammi rishi poonam musical drama romance
zakhmee insaan,Deepak Balraj Vij,khan javed,1982,unknown,khan javed unknown
aao pyaar karen,Prakash Mehra,barkatke radhika patel benjamin amrit gilani,1983,romance,barkatke radhika patel benjamin amrit gilani romance
achha bura,Hrishikesh Mukherjee,anita khan amjad babbar raj,1983,cinema bollywood world,anita khan amjad babbar raj cinema bollywood world
agar tum na hote,Lekh Tandon,babbar rekha rajesh khanna raj,1983,family drama,babbar rekha rajesh khanna raj family drama
agent 123,Gita Priya,master baby prakash bhanu indira krishna ram,1983,thriller,master baby prakash bhanu indira krishna ram thriller
andha kanoon,T. Rama Rao,malini bachchan pran reena amitabh hema rajnikanth roy,1983,drama,malini bachchan pran reena amitabh hema rajnikanth roy drama
ardh satya,Govind Nihalani,sadashiv amrish patil amrapurkar puri smita om,1983,crime drama,sadashiv amrish patil amrapurkar puri smita om crime drama
arohan,Shyam Benegal,victor banerjee kapur noni ganguly pankaj,1983,drama,victor banerjee kapur noni ganguly pankaj drama
arpan,J. Om Prakash,jeetendra reena parveen babi roy,1983,family drama,jeetendra reena parveen babi roy family drama
ashray,Biplab Roy Chowdhury,unknown,1983,unknown,unknown unknown
avtaar,Mohan Kumar,sachin hangal shabana rajesh azmi khanna grover a k gulshan,1983,family drama,sachin hangal shabana rajesh azmi khanna grover a k gulshan family drama
bade dil wala,Bhappi Sonie,kapoor munim tina sarika pran rishi,1983,crime action family romance drama,kapoor munim tina sarika pran rishi crime action family romance drama
bandhan kuchchey dhaagon ka,Anil Sharma,shashi raakhee kapoor gulzar zeenat aman,1983,family drama,shashi raakhee kapoor gulzar zeenat aman family drama
bekaraar,Rajendra Prasad V.B.,mohan bahl mohnish choti asrani,1983,unknown,mohan bahl mohnish choti asrani unknown
bekhabar,Kedar Kapoor,unknown,1983,unknown,unknown unknown
betaab,Rahul Rawail,kapoor prem sunny amrita chopra shammi deol singh,1983,romance,kapoor prem sunny amrita chopra shammi deol singh romance
chatpati,V. Ravindra,reema kiran patil lagoo smita raj,1983,comedy,reema kiran patil lagoo smita raj comedy
chor police,Amjad Khan,vinod kapoor mehra shatrughan sinha kumar shakti parveen babi ashok,1983,crime action drama,vinod kapoor mehra shatrughan sinha kumar shakti parveen babi ashok crime action drama
coolie,Manmohan Desai,kapoor khan waheeda bachchan rati agnihotri amitabh rishi kadar rehman,1983,action,kapoor khan waheeda bachchan rati agnihotri amitabh rishi kadar rehman action
dard-e-dil,Suraj Prakash,zarina shashikala khanna wahab mukesh,1983,action,zarina shashikala khanna wahab mukesh action
daulat ke dushman,Bimal Rawal,vinod shatrughan sinha khanna pran manjushree,1983,action,vinod shatrughan sinha khanna pran manjushree action
dhat tere... ki,Meraj,bhattacharya baswani akhil abhi ravi mishra,1983,unknown,bhattacharya baswani akhil abhi ravi mishra unknown
do gulab,Durai,bedi rakesh dhawan dilip vijay arora,1983,drama romance,bedi rakesh dhawan dilip vijay arora drama romance
doosri dulhan,Lekh Tandon,victor shabana azmi banerjee sharmila tagore,1983,family drama,victor shabana azmi banerjee sharmila tagore family drama
du-janay,Ardhendu Chatterjee,unknown,1983,unknown,unknown unknown
ek baar chale aao,Jagdish Saldanah,deepti naval shaikh karnad girish farooq,1983,unknown,deepti naval shaikh karnad girish farooq unknown
ek din bahu ka,Desh Gautam,suresh vijay saeed oberoi arora jaffrey,1983,drama,suresh vijay saeed oberoi arora jaffrey drama
ek jaan hain hum,Rajiv Mehra,bedi rakesh avtar grover pran gulshan gill,1983,family romance,bedi rakesh avtar grover pran gulshan gill family romance
faraib,Rajat Rakshit,ranjeeta chakraborty kaur mithun,1983,unknown,ranjeeta chakraborty kaur mithun unknown
fareb,Tej Sapru,unknown,1983,unknown,unknown unknown
film hi film,Hiren Nag,deo seema ramesh pran,1983,romance musical drama comedy,deo seema ramesh pran romance musical drama comedy
ganga meri maa,Shyam Ralhan,danny sujit kumar denzongpa iftekhar,1983,unknown,danny sujit kumar denzongpa iftekhar unknown
gehri chot - urf: durdesh,Ambrish Sangal,shashi kapoor babbar raj sharmila nadeem parveen tagore babi,1983,crime action drama,shashi kapoor babbar raj sharmila nadeem parveen tagore babi crime action drama
ghungroo,Ram Sethi,shashi kapoor patil goswami smita kunal,1983,family,shashi kapoor patil goswami smita kunal family
godam,Dilip Chitre,satyadev dubey raina k trupti,1983,drama,satyadev dubey raina k trupti drama
greed,Shankar Nag,vinod mehra,1983,unknown,vinod mehra unknown
haadsaa,Akbar Khan,khan patil akbar ranjeeta smita kaur,1983,action thriller,khan patil akbar ranjeeta smita kaur action thriller
hero,Subhash Ghai,kapoor shroff jackie sheshadri meenakshi shammi,1983,action,kapoor shroff jackie sheshadri meenakshi shammi action
himmatwala,T. Rama Rao,sridevi jeetendra,1983,drama,sridevi jeetendra drama
hum se hai zamana,Deepak Bahry,beena anand major bawa zeenat aman,1983,unknown,beena anand major bawa zeenat aman unknown
humse na jeeta koi,Shibu Mitra,mohan shoma birbal anand choti,1983,unknown,mohan shoma birbal anand choti unknown
jaane bhi do yaaro,Kundan Shah,shah puri baswani naseeruddin ravi om,1983,comedy,shah puri baswani naseeruddin ravi om comedy
jaani dost,K. Raghavendra Rao,jeetendra parveen sridevi dharmendra babi,1983,crime action comedy romance drama,jeetendra parveen sridevi dharmendra babi crime action comedy romance drama
jai baba amarnath,B.R. Ishara,vikram mohan choti,1983,unknown,vikram mohan choti unknown
jeet hamaari,R. Thyagarajan,rakesh ranjeeta roshan kaur rajnikanth,1983,action,rakesh ranjeeta roshan kaur rajnikanth action
jeevan sukh,Unknown,paul praveen,1983,unknown,paul praveen unknown
justice chaudhury,K. Raghavendra Rao,hema malini jeetendra sridevi,1983,family comedy action drama,hema malini jeetendra sridevi family comedy action drama
kaise kaise log,D.S. Azad,kapoor ayesha jhulka goga hattangadi rohini,1983,unknown,kapoor ayesha jhulka goga hattangadi rohini unknown
kalakar,P. Sambasiva Rao,bedi rakesh goswami sridevi kunal,1983,family romance,bedi rakesh goswami sridevi kunal family romance
kalka,Unknown,khan paintal shatrughan sinha mazhar,1983,unknown,khan paintal shatrughan sinha mazhar unknown
karate,Deb Mukherjee,chakraborty khan kiran kaajol mazhar yogeeta mukherjee deb bali mithun,1983,action,chakraborty khan kiran kaajol mazhar yogeeta mukherjee deb bali mithun action
kashmira,Sukhdev Ahluwalia,unknown,1983,unknown,unknown unknown
katha,Sai Paranjape,deepti shah naval shaikh naseeruddin farooq,1983,drama comedy,deepti shah naval shaikh naseeruddin farooq drama comedy
kaun? kaisey?,Unknown,chakraborty ardhendu bina bose mithun,1983,crime,chakraborty ardhendu bina bose mithun crime
kaya palat,Satyen Bose,kumar ashok,1983,unknown,kumar ashok unknown
kissi se na kehna,Hrishikesh Mukherjee,deepti naval shaikh dutt utpal farooq,1983,comedy,deepti naval shaikh dutt utpal farooq comedy
lalach,Shankar Nag,vinod mehra ranjeet goswami pran bindiya,1983,unknown,vinod mehra ranjeet goswami pran bindiya unknown
lal chunariyaa,Sudarshan Lal,chakraborty minaxi anand dulari mithun,1983,action drama,chakraborty minaxi anand dulari mithun action drama
log kya kahenge,B.R. Ishara,shatrughan sinha nischol shabana azmi navin,1983,family,shatrughan sinha nischol shabana azmi navin family
lovers,Bharathi Raja,gaurav bedi padmini rakesh kolhapure kumar,1983,romance drama comedy,gaurav bedi padmini rakesh kolhapure kumar romance drama comedy
love in goa,Hersh Kohli,prakash ashok kumar verma mayur om,1983,unknown,prakash ashok kumar verma mayur om unknown
mahaan,S. Ramanathan,kapoor khan waheeda amjad bachchan amitabh shakti parveen babi rehman zeenat aman,1983,action drama,kapoor khan waheeda amjad bachchan amitabh shakti parveen babi rehman zeenat aman action drama
main awara hoon,Ashim S. Samanta,jayapradha babbar dutt sanjay raj,1983,family drama,jayapradha babbar dutt sanjay raj family drama
mandi,Shyam Benegal,shah patil shabana azmi naseeruddin smita,1983,drama comedy,shah patil shabana azmi naseeruddin smita drama comedy
mangal pandey,Harmesh Malhotra,khan darshan arora sood ranjit m ajit harbans,1983,crime action drama thriller,khan darshan arora sood ranjit m ajit harbans crime action drama thriller
masoom,Shekhar Kapur,urmila shah shabana matondkar jugal azmi naseeruddin hansraj,1983,drama,urmila shah shabana matondkar jugal azmi naseeruddin hansraj drama
mawaali,T. Rama Rao,prem khan kapoor jayapradha jeetendra chopra shakti kadar sridevi,1983,drama,prem khan kapoor jayapradha jeetendra chopra shakti kadar sridevi drama
mazdoor,Ravi Chopra,padmini babbar kolhapure kumar dilip agnihotri raj rati,1983,drama,padmini babbar kolhapure kumar dilip agnihotri raj rati drama
mehndi,Asit Sen,vinod mehra babbar ranjeeta kaur raj,1983,unknown,vinod mehra babbar ranjeeta kaur raj unknown
mujhe insaaf chahiye,T. Rama Rao,chakraborty rekha agnihotri rati mithun,1983,drama,chakraborty rekha agnihotri rati mithun drama
mujhe vachan do,Shibu Mitra,unknown,1983,unknown,unknown unknown
nastik,Pramod Chakravorty,malini bachchan pran amitabh hema,1983,action,malini bachchan pran amitabh hema action
naukar biwi ka,Rajkumar Kohli,anita prakash babbar dharmendra pran reena raj roy om,1983,drama,anita prakash babbar dharmendra pran reena raj roy om drama
nishaan,"Surendra Mohan, Late Shri Sikander Khanna",rekha jeetendra rajesh khanna,1983,family action musical romance drama,rekha jeetendra rajesh khanna family action musical romance drama
painter babu,Ashok,sheshadri meenakshi goswami neelima rajiv,1983,romance,sheshadri meenakshi goswami neelima rajiv romance
pasand apni apni,Basu Chatterji,chakraborty dutt utpal agnihotri rati mithun,1983,comedy,chakraborty dutt utpal agnihotri rati mithun comedy
prem tapasya,Dasari Narayana Rao,reena rekha jeetendra roy,1983,family drama,reena rekha jeetendra roy family drama
pukar,Ramesh Behl,kapoor randhir munim bachchan tina amitabh zeenat aman,1983,drama,kapoor randhir munim bachchan tina amitabh zeenat aman drama
pyaasi aankhen,Ram Kelkar,waheeda palekar shabana amol azmi rehman,1983,unknown,waheeda palekar shabana amol azmi rehman unknown
qayamat,Raj Sippy,sinha dharmendra jayapradha shatrughan,1983,action drama,sinha dharmendra jayapradha shatrughan action drama
raaste aur rishte,Unknown,khan mazhar priyadarshini,1983,unknown,khan mazhar priyadarshini unknown
rachna,Sathish,kapoor beena jezebel banerjee anil,1983,family,kapoor beena jezebel banerjee anil family
rang birangi,Hrishikesh Mukherjee,palekar amol shaikh parveen babi farooq,1983,comedy,palekar amol shaikh parveen babi farooq comedy
rishta kagaz ka,Ajay Goel,babbar nutan agnihotri raj rati,1983,musical drama,babbar nutan agnihotri raj rati musical drama
romance,Ramanand Sagar,kapoor gaurav kumar dhillon shammi poonam,1983,romance,kapoor gaurav kumar dhillon shammi poonam romance
sadma,Balu Mahendra,smitha grover hassan gulshan sridevi silk kamal,1983,romance,smitha grover hassan gulshan sridevi silk kamal romance
sant ravidas ki amar kahani,Babubhai Mistri,unknown,1983,unknown,unknown unknown
sati naag kanya,Babubhai Mistri,neera gokhale manher vikram desai,1983,action fantasy adventure drama,neera gokhale manher vikram desai action fantasy adventure drama
shubh kaamna,K. Vishwanath,dutt utpal agnihotri asrani rati,1983,drama comedy,dutt utpal agnihotri asrani rati drama comedy
sookha,M.S. Sathyu,nag anant,1983,unknown,nag anant unknown
souten,Sawan Kumar Tak,prem padmini munim kolhapure tina rajesh khanna pran chopra,1983,unknown,prem padmini munim kolhapure tina rajesh khanna pran chopra unknown
sun meri laila,Chander Bahl,deepika iftekhar birbal,1983,romance,deepika iftekhar birbal romance
sweekar kiya maine,Zaheer D. Lari,vinod mehra shabana narayan azmi prema,1983,drama comedy,vinod mehra shabana narayan azmi prema drama comedy
talabandi,Sunil Chadha,khan mehra pushpa soni javed neelam,1983,action,khan mehra pushpa soni javed neelam action
taqdeer,Birj,chakraborty malini shatrughan sinha aman hema zeenat mithun,1983,crime romance action drama,chakraborty malini shatrughan sinha aman hema zeenat mithun crime romance action drama
tum laut aao,Bhimsain,baswani chaudhary razdan ravi kavita karan,1983,unknown,baswani chaudhary razdan ravi kavita karan unknown
woh jo hasina,Deepak Bahry,chakraborty pran ranjeeta kaur mithun,1983,romance,chakraborty pran ranjeeta kaur mithun romance
woh saat din,Bapu,kapoor shah padmini master kolhapure naseeruddin anil raju,1983,drama,kapoor shah padmini master kolhapure naseeruddin anil raju drama
yahan se shehar ko dekho,Mahendra Sandhu,unknown,1983,unknown,unknown unknown
zakhmi dil,B.S. Shaad,kaur manorama dharmendra daljit,1983,unknown,kaur manorama dharmendra daljit unknown
zara si zindagi,K. Balachander,anita nilu phule hassan raj kamal,1983,family drama,anita nilu phule hassan raj kamal family drama
zulf ke saye saye,Anand Sagar,unknown,1983,unknown,unknown unknown
aaj ka m.l.a. ram avtar,Narayana Rao Dasari,shabana rajesh azmi khanna verma deven,1984,action drama,shabana rajesh azmi khanna verma deven action drama
aaj ki awaaz,Ravi Chopra,patil babbar chauhan smita rashmi raj,1984,crime action drama,patil babbar chauhan smita rashmi raj crime action drama
aakhri sangram,Thaayillamal Naan Illai,madhu malini rajinikanth hassan kamal,1984,unknown,madhu malini rajinikanth hassan kamal unknown
aan aur shaan,Ravi Tandon,kapoor ranjeet shammi rishi,1984,drama,kapoor ranjeet shammi rishi drama
aasmaan,Tony,agarwal mukul bhola birbal,1984,unknown,agarwal mukul bhola birbal unknown
ab ayega mazaa,Pankaj Parashar,bundela baswani raja ravi malhotra pavan,1984,comedy,bundela baswani raja ravi malhotra pavan comedy
abodh,Hiren Nag,mohan tapa madhuri paul choti dixit david sheela,1984,unknown,mohan tapa madhuri paul choti dixit david sheela unknown
akalmand,N.S. Rajbharath,sridevi jeetendra kumar ashok,1984,romance comedy,sridevi jeetendra kumar ashok romance comedy
