Title,Director,Cast,Year,Genre,combo
sarkar,Ram Gopal Varma,tanisha abhishek bachchan katrina amitabh kaif,2005,crime drama,tanisha abhishek bachchan katrina amitabh kaif crime drama
sauda - the deal,Unknown,vaid jhangiani aryan preeti,2005,unknown,vaid jhangiani aryan preeti unknown
sehar,Unknown,mahima warsi arshad chaudhry,2005,unknown,mahima warsi arshad chaudhry unknown
shaadi no. 1,Unknown,fardeen khan soha yadav choudry ali rajpal dutt takia riya sharman ayesha joshi deol aarti sophie esha zayed sen chhabria sanjay,2005,romance comedy,fardeen khan soha yadav choudry ali rajpal dutt takia riya sharman ayesha joshi deol aarti sophie esha zayed sen chhabria sanjay romance comedy
shabd,Unknown,khan rai zayed aishwarya dutt sanjay,2005,drama,khan rai zayed aishwarya dutt sanjay drama
shabnam mausi,Unknown,rana ashutosh,2005,unknown,rana ashutosh unknown
sheesha,Unknown,neha dhupia sonu sood,2005,unknown,neha dhupia sonu sood unknown
silsiilay,Khalid Mohamed,tabu rahul ashmit divya chawla jimmy menon kay natassha jaitly sen riya bhumika celina patel dutta shergill bose,2005,romance,tabu rahul ashmit divya chawla jimmy menon kay natassha jaitly sen riya bhumika celina patel dutta shergill bose romance
sitam,Unknown,mulay kiran avtar janjani sharma tara suhasini navneet gill kaur,2005,unknown,mulay kiran avtar janjani sharma tara suhasini navneet gill kaur unknown
ssukh,Unknown,jhangiani govinda preeti,2005,unknown,jhangiani govinda preeti unknown
taj mahal: an eternal love story,Unknown,khan arbaaz bedi koirala batra manisha pooja kabir,2005,epic romance history,khan arbaaz bedi koirala batra manisha pooja kabir epic romance history
tango charlie,Mani Shankar,bobby tanisha devgan ajay dutt sunil nandana deol sen sanjay shetty,2005,drama war,bobby tanisha devgan ajay dutt sunil nandana deol sen sanjay shetty drama war
tezaab,Unknown,parvin khan sharma shruti mighty daba,2005,erotic,parvin khan sharma shruti mighty daba erotic
time pass,Unknown,arjun punj sherlyn chopra,2005,unknown,arjun punj sherlyn chopra unknown
topless,Unknown,tarun sohi khanna menon shweta sardar,2005,unknown,tarun sohi khanna menon shweta sardar unknown
"u, bomsi n me",Unknown,bobby madan bahal malvade vidya kenny vivek desai,2005,unknown,bobby madan bahal malvade vidya kenny vivek desai unknown
vaada,Unknown,khan rampal zayed arjun ameesha patel,2005,thriller,khan rampal zayed arjun ameesha patel thriller
vaah! life ho toh aisi!,Mahesh Manjrekar,shahid kapoor amrita rao dutt sanjay,2005,fantasy comedy,shahid kapoor amrita rao dutt sanjay fantasy comedy
vidyaarthi,Unknown,shroff jackie rahul paresh roy rawal,2005,unknown,shroff jackie rahul paresh roy rawal unknown
viruddh... family comes first,Mahesh Manjrekar,dandekar bachchan dutt sharmila amitabh abraham sanjay anusha john tagore,2005,drama,dandekar bachchan dutt sharmila amitabh abraham sanjay anusha john tagore drama
waqt: the race against time,Vipul Shah,priyanka shah yadav bachchan boman kumar rajpal irani amitabh chopra akshay shefali,2005,drama,priyanka shah yadav bachchan boman kumar rajpal irani amitabh chopra akshay shefali drama
yahaan,Unknown,shergill minissha jimmy lamba,2005,romance,shergill minissha jimmy lamba romance
yakeen,Unknown,priyanka rampal sharma arjun kim chopra,2005,drama,priyanka rampal sharma arjun kim chopra drama
zameer: the fire within,Unknown,devgan ajay ameesha mahima patel chaudhry,2005,drama,devgan ajay ameesha mahima patel chaudhry drama
zeher,Unknown,emraan goswami shamita hashmi shetty udita,2005,drama thriller,emraan goswami shamita hashmi shetty udita drama thriller
36 china town,Abbas-Mustan,kapoor shahid priyanka tanushree johny upen lever paresh khanna koppikar payal isha rohatgi patel chopra dutta akshaye rawal kareena,2006,mystery thriller,kapoor shahid priyanka tanushree johny upen lever paresh khanna koppikar payal isha rohatgi patel chopra dutta akshaye rawal kareena mystery thriller
aap ki khatir,Dharmesh Darshan,priyanka amisha khanna morea sunil patel dino chopra shetty akshaye,2006,romance social comedy,priyanka amisha khanna morea sunil patel dino chopra shetty akshaye romance social comedy
aatma,Deepak Ramsay,neha kapil jhaveri,2006,horror,neha kapil jhaveri horror
adharm,Unknown,rahul dev sonali kulkarni,2006,unknown,rahul dev sonali kulkarni unknown
ahista ahista,Unknown,abhay khan soha ali deol,2006,drama romance,abhay khan soha ali deol drama romance
aisa kyon hota hai,Unknown,agnihotri rati amit,2006,drama,agnihotri rati amit drama
aksar,Anant Mahadevan,emraan goswami sharma morea tara hashmi dino udita,2006,thriller,emraan goswami sharma morea tara hashmi dino udita thriller
alag,Ashu Trikha,kapoor akshay mirza dia,2006,drama,kapoor akshay mirza dia drama
anjaan,Unknown,ali malik mahek chahal aamir vipul gupta,2006,unknown,ali malik mahek chahal aamir vipul gupta unknown
ankahee,Vikram Bhatt,aftab amisha bhatt esha patel deol hrishita shivdasani,2006,crime drama romance,aftab amisha bhatt esha patel deol hrishita shivdasani crime drama romance
anthony kaun hai?,Unknown,lamba grover dutt warsi sanjay dhandekar anusha gulshan minissha arshad,2006,comedy thriller,lamba grover dutt warsi sanjay dhandekar anusha gulshan minissha arshad comedy thriller
aparichit,S. Shankar,prakash sadha vikram raj yana gupta,2006,thriller,prakash sadha vikram raj yana gupta thriller
apna sapna money money,Sangeeth Sivan,jaitley shroff anupam jackie ritesh yadav koena deshmukh chunky shreyas mitra rajpal sunil celina riya sen kher pandey talpade shetty,2006,comedy,jaitley shroff anupam jackie ritesh yadav koena deshmukh chunky shreyas mitra rajpal sunil celina riya sen kher pandey talpade shetty comedy
aryan - unbreakable,Abhishek Kapoor,fardeen khan sohail sneha ullal,2006,sport action romance,fardeen khan sohail sneha ullal sport action romance
baabul,Ravi Chopra,khan malini bachchan mukherji amitabh salman abraham rani hema john,2006,family social drama romance,khan malini bachchan mukherji amitabh salman abraham rani hema john family social drama romance
banaras: a mystic love story,Pankaj Parashar,urmila shah ashmit babbar matondkar dimple naseeruddin kapadia patel raj,2006,social drama,urmila shah ashmit babbar matondkar dimple naseeruddin kapadia patel raj social drama
bas ek pal,Unknown,urmila juhi matondkar chawla jimmy suri sanjay shergill,2006,unknown,urmila juhi matondkar chawla jimmy suri sanjay shergill unknown
being cyrus,Unknown,khan shah ali saif dimple boman naseeruddin kapadia irani,2006,drama comedy,khan shah ali saif dimple boman naseeruddin kapadia irani drama comedy
bhagam bhag,Priyadarshan,kapoor khan arbaaz jackie shroff yadav tanushree paresh kumar rajpal shakti akshay dutta lara govinda rawal,2006,musical comedy,kapoor khan arbaaz jackie shroff yadav tanushree paresh kumar rajpal shakti akshay dutta lara govinda rawal musical comedy
bhoot unkle,Unknown,shroff jackie,2006,comedy,shroff jackie comedy
chand ke paar chalo,Unknown,narvekar jhangiani sanjay preeti,2006,unknown,narvekar jhangiani sanjay preeti unknown
chingaari,Kalpana Lajmi,chakraborty suri sanjay sen sushmita mithun,2006,social drama,chakraborty suri sanjay sen sushmita mithun social drama
chup chup ke,Priyadarshan,kapoor shahid anupam yadav neha paresh rajpal dhupia sunil kher shetty rawal kareena,2006,romance comedy,kapoor shahid anupam yadav neha paresh rajpal dhupia sunil kher shetty rawal kareena romance comedy
corporate,Madhur Bhandarkar,lamba menon kay bipasha minissha basu,2006,business drama thriller,lamba menon kay bipasha minissha basu business drama thriller
darna zaroori hai,Ram Gopal Varma and Sajid Khan,yadav rajpal anil bipasha kapoor sonali rampal randeep bachchan arjun ritesh kothari mallika sunil amitabh nisha kulkarni shetty hooda basu deshmukh sherawat,2006,horror,yadav rajpal anil bipasha kapoor sonali rampal randeep bachchan arjun ritesh kothari mallika sunil amitabh nisha kulkarni shetty hooda basu deshmukh sherawat horror
darwaaza bandh rakho,Unknown,aftab manisha shivdasani koirala,2006,crime comedy,aftab manisha shivdasani koirala crime comedy
deadline: sirf 24 ghante,Unknown,khan konkona sharma sen irrfan,2006,unknown,khan konkona sharma sen irrfan unknown
devaki,Unknown,ranganathan suman perizaad kapur ram zorabian,2006,drama,ranganathan suman perizaad kapur ram zorabian drama
dil diya hai,Aaditya Datt,emraan ashmit hashmi patel geeta basra,2006,thriller,emraan ashmit hashmi patel geeta basra thriller
dharti kahe pukar ke,Aslam Sheikh,sharbani manoj devgan ajay mukherjee tiwari,2006,drama,sharbani manoj devgan ajay mukherjee tiwari drama
dhoom 2,Sanjay Gadhvi,rimi rai abhishek bachchan hrithik aishwarya roshan uday chopra sen bipasha basu,2006,musical action romance thriller,rimi rai abhishek bachchan hrithik aishwarya roshan uday chopra sen bipasha basu musical action romance thriller
don: the chase begins again,Farhan Akhtar,kapoor rukh khan shah priyanka rampal puri boman arjun irani chopra om kareena,2006,action drama thriller,kapoor rukh khan shah priyanka rampal puri boman arjun irani chopra om kareena action drama thriller
dor,Unknown,ayesha panag gul shreyas takia talpade,2006,social drama,ayesha panag gul shreyas takia talpade social drama
dulha babu,Unknown,unknown,2006,unknown,unknown unknown
eight: the power of shani,Unknown,gulshan tara raj grover,2006,unknown,gulshan tara raj grover unknown
ek main ek tum,Unknown,unknown,2006,unknown,unknown unknown
family �?? ties of blood,Unknown,bachchan kumar chawla amitabh bhumika akshay,2006,drama thriller,bachchan kumar chawla amitabh bhumika akshay drama thriller
fanaa,Kunal Kohli,kapoor khan kiron kajol tabu ahuja lara shiney rishi kher dutta aamir,2006,musical drama romance thriller,kapoor khan kiron kajol tabu ahuja lara shiney rishi kher dutta aamir musical drama romance thriller
fight club �?? members only,Vikram Chopra,khan ashmit rahul patel arora sohail diya neha chaudhary dino yash ritesh zayed sunil dhupia mirza shetty aashish dev deshmukh tonk amrita morea,2006,action thriller,khan ashmit rahul patel arora sohail diya neha chaudhary dino yash ritesh zayed sunil dhupia mirza shetty aashish dev deshmukh tonk amrita morea action thriller
gangster,Unknown,emraan ahuja ranaut hashmi shiney kangana,2006,musical drama romance thriller,emraan ahuja ranaut hashmi shiney kangana musical drama romance thriller
golmaal: fun unlimited,Rohit Shetty,kapoor rimi joshi devgan tusshar paresh ajay warsi sen sharman arshad rawal,2006,comedy,kapoor rimi joshi devgan tusshar paresh ajay warsi sen sharman arshad rawal comedy
haseena,Vicky Ranawat,kiran jhangiani preeti babbar janjani koppikar isha raj,2006,comedy thriller,kiran jhangiani preeti babbar janjani koppikar isha raj comedy thriller
holiday,Pooja Bhatt,shah nair onjolee morea dino kashmira,2006,romance,shah nair onjolee morea dino kashmira romance
humko deewana kar gaye,Raj Kanwar,kapoor bipasha kumar katrina anil kaif akshay basu,2006,musical drama romance,kapoor bipasha kumar katrina anil kaif akshay basu musical drama romance
humko tumse pyaar hai,Unknown,bobby amisha rampal arjun patel deol,2006,drama romance,bobby amisha rampal arjun patel deol drama romance
iqraar by chance,K. Ravi Shankar,khan dev arbaaz rahul anand shilpa shukla amarjeet,2006,action drama,khan dev arbaaz rahul anand shilpa shukla amarjeet action drama
i see you,Unknown,sonali agarwal kiron rampal boman chunky kulkarni arjun irani vipasha kher pandey,2006,social drama romance,sonali agarwal kiron rampal boman chunky kulkarni arjun irani vipasha kher pandey social drama romance
jaadu sa chal gaya,Unknown,unknown,2006,unknown,unknown unknown
jaana - let's fall in love,Unknown,aman zeenat rajesh khanna,2006,unknown,aman zeenat rajesh khanna unknown
jaan-e-mann,Shirish Kunder,khan anupam zinta kumar kher salman akshay preity,2006,comedy musical drama romance,khan anupam zinta kumar kher salman akshay preity comedy musical drama romance
jawani diwani,Unknown,jaitley emraan sherlyn bhatt hashmi celina chopra hrishita,2006,adult comedy,jaitley emraan sherlyn bhatt hashmi celina chopra hrishita adult comedy
jigyaasa,Faisal Saif,khan jaya bhatt kader usgaonkar bhattacharya varsha gunaji milind tiwari hrishita mukesh,2006,adult social,khan jaya bhatt kader usgaonkar bhattacharya varsha gunaji milind tiwari hrishita mukesh adult social
kabul express,Kabir Khan,john warsi arshad abraham,2006,drama war thriller,john warsi arshad abraham drama war thriller
kabhi alvida naa kehna,Karan Johar,khan kirron zinta abhishek bachchan amitabh rani kher mukherji shahrukh preity,2006,social family comedy musical romance drama,khan kirron zinta abhishek bachchan amitabh rani kher mukherji shahrukh preity social family comedy musical romance drama
khosla ka ghosla,Unknown,kher anupam boman irani,2006,comedy,kher anupam boman irani comedy
krishna,Unknown,chauhan sonu sunidhi nigam,2006,unknown,chauhan sonu sunidhi nigam unknown
krrish,Rakesh Roshan,priyanka shah zinta rekha hrithik naseeruddin roshan sharat chopra saxena preity,2006,fantasy musical action romance,priyanka shah zinta rekha hrithik naseeruddin roshan sharat chopra saxena preity fantasy musical action romance
lady chatterjee - sawan dutta,Unknown,unknown,2006,unknown,unknown unknown
lage raho munna bhai,Rajkumar Hirani,balan diya abhishek bachchan boman jimmy dutt vidya mirza warsi sanjay irani shergill arshad,2006,social comedy musical,balan diya abhishek bachchan boman jimmy dutt vidya mirza warsi sanjay irani shergill arshad social comedy musical
love ke chakkar mein,B.H Tharunkumar,kapoor namitha shah bhatia akshat rishi satish,2006,comedy romance,kapoor namitha shah bhatia akshat rishi satish comedy romance
madhubaala,Unknown,unknown,2006,unknown,unknown unknown
malamaal weekly,Unknown,kapoor khan reema arbaaz ritesh puri deshmukh paresh sen shakti asrani rawal om,2006,comedy,kapoor khan reema arbaaz ritesh puri deshmukh paresh sen shakti asrani rawal om comedy
mere jeevan saathi,Suneel Darshan,kapoor amisha karisma kumar patel akshay,2006,drama romance,kapoor amisha karisma kumar patel akshay drama romance
meri jung,Unknown,unknown,2006,unknown,unknown unknown
mirza sahiba,Unknown,unknown,2006,unknown,unknown unknown
mobile phone,Unknown,unknown,2006,unknown,unknown unknown
mr 100% - the real player,Unknown,unknown,2006,unknown,unknown unknown
naksha,Unknown,shroff jackie sunny reddy vivek oberoi deol sameera,2006,fantasy thriller,shroff jackie sunny reddy vivek oberoi deol sameera fantasy thriller
omkara,Vishal Bhardwaj,kapoor khan shah konkona devgan ali saif sharma ajay naseeruddin vivek oberoi sen bipasha basu kareena,2006,action social drama,kapoor khan shah konkona devgan ali saif sharma ajay naseeruddin vivek oberoi sen bipasha basu kareena action social drama
phir hera pheri,Neeraj Vora,rimi bipasha paresh kumar sunil sen akshay shetty rawal basu,2006,comedy,rimi bipasha paresh kumar sunil sen akshay shetty rawal basu comedy
prateeksha,Unknown,dia mirza shergill jimmy,2006,unknown,dia mirza shergill jimmy unknown
pyaar ke side effects,Saket Chaudhary,rahul sherawat mallika bose,2006,romance comedy,rahul sherawat mallika bose romance comedy
pyare mohan,Unknown,fardeen khan esha boman amrita rao irani vivek oberoi deol,2006,comedy,fardeen khan esha boman amrita rao irani vivek oberoi deol comedy
rafta rafta,Unknown,unknown,2006,unknown,unknown unknown
rang de basanti,Rakeysh Omprakash Mehra,khan soha waheeda alice ali sharman rehman kapoor patten kirron joshi agashe madhavan kher aamir anupam kulkarni atul om mohan puri kunal,2006,patriotic social drama,khan soha waheeda alice ali sharman rehman kapoor patten kirron joshi agashe madhavan kher aamir anupam kulkarni atul om mohan puri kunal patriotic social drama
rehguzar - the road to destiny,Unknown,unknown,2006,unknown,unknown unknown
rocky �?? the rebel,Unknown,khan lamba zayed sharvani isha minissha,2006,action romance,khan lamba zayed sharvani isha minissha action romance
saawan... the love season,Saawan Kumar Tak,saloni khan aswani johny lever jhaveri kapil salman,2006,drama romance,saloni khan aswani johny lever jhaveri kapil salman drama romance
sacred evil �?? a true story,Unknown,sarika,2006,horror thriller,sarika horror thriller
salaam bacche,Unknown,unknown,2006,unknown,unknown unknown
sandwich,Anees Bazmee,tandon chaudhary mahima raveena govinda,2006,comedy,tandon chaudhary mahima raveena govinda comedy
shaadi karke phas gaya yaar,K.S. Adiyaman,khan shetty shilpa salman,2006,drama romance,khan shetty shilpa salman drama romance
shaadi se pehle,Satish Kaushik,ayesha aftab shivdasani anupam mallika khanna takia sunil sherawat kher shetty akshaye,2006,romance comedy,ayesha aftab shivdasani anupam mallika khanna takia sunil sherawat kher shetty akshaye romance comedy
shikhar,Unknown,shahid kapoor devgan amrita rao ajay bipasha basu,2006,drama,shahid kapoor devgan amrita rao ajay bipasha basu drama
shiva,Unknown,kothari nisha,2006,unknown,kothari nisha unknown
souten: the other woman,Unknown,gulshan mahima chaudhry grover,2006,drama,gulshan mahima chaudhry grover drama
strings - bound by faith,Unknown,unknown,2006,unknown,unknown unknown
sun zara,Unknown,unknown,2006,unknown,unknown unknown
tathastu,Anubhav Sinha,dutt amisha patel sanjay,2006,family drama,dutt amisha patel sanjay family drama
taxi no. 9211,Unknown,sonali patekar nana reddy sameera abraham kulkarni john,2006,social thriller,sonali patekar nana reddy sameera abraham kulkarni john social thriller
teesri aankh: the hidden camera,Unknown,amisha neha sunny dhupia patel deol,2006,action thriller,amisha neha sunny dhupia patel deol action thriller
the killer,Unknown,khan emraan kothari hashmi nisha irrfan,2006,unknown,khan emraan kothari hashmi nisha irrfan unknown
the real dream girls,Suresh Jain,karishma tanveer rana verma hashmi dipti gulshan,2006,grade b,karishma tanveer rana verma hashmi dipti gulshan grade b
tom dick and harry,Deepak Tijori,jaitley sharma jimmy morea anuj sawhney celina dino kim shergill,2006,comedy,jaitley sharma jimmy morea anuj sawhney celina dino kim shergill comedy
umar,Unknown,unknown,2006,unknown,unknown unknown
umrao jaan,J.P. Dutta,rai shabana abhishek bachchan divya aishwarya azmi sunil dutta shetty,2006,social drama romance historical,rai shabana abhishek bachchan divya aishwarya azmi sunil dutta shetty social drama romance historical
unns...means love,Unknown,unknown,2006,unknown,unknown unknown
utthaan,Unknown,chatterjee dhupia priyanshu neha,2006,unknown,chatterjee dhupia priyanshu neha unknown
vivah,Sooraj Barjatya,shahid kapoor anupam amrita rao kher,2006,drama romance,shahid kapoor anupam amrita rao kher drama romance
waris shah: ishq daa waaris,Manoj Punj,mann juhi divya chawla gurdas dutta,2006,unknown,mann juhi divya chawla gurdas dutta unknown
woh lamhe,Unknown,shiney ranaut kangana ahuja,2006,social drama romance,shiney ranaut kangana ahuja social drama romance
yun hota toh kya hota,Unknown,ayesha konkona sharma paresh takia sen rawal,2006,drama,ayesha konkona sharma paresh takia sen rawal drama
zinda,Sanjay Gupta,jaitley dutt sanjay abraham celina john dutta lara,2006,thriller,jaitley dutt sanjay abraham celina john dutta lara thriller
zindaggi rocks,Tanuja Chandra,shiny sen sushmita ahuja,2006,drama,shiny sen sushmita ahuja drama
1971,Amrit Sagar,bajpai kishan ravi manoj,2007,war,bajpai kishan ravi manoj war
50 lakh,Chandra Sekhar Yeleti,chadda pawan malhotra mohit,2007,remake,chadda pawan malhotra mohit remake
68 pages,Sridhar Rangayan,moulli jayati bhatia ganguly joy sengupta,2007,film short,moulli jayati bhatia ganguly joy sengupta film short
aaja nachle,Anil Mehta,kapoor ranvir konkona madhuri sharma khanna dixit sen shorey kunal akshaye,2007,musical,kapoor ranvir konkona madhuri sharma khanna dixit sen shorey kunal akshaye musical
aap ka suroor - the real love story,Prashant Chadda,himesh ishitha babbar mahadevan matz pankaj ryan lovepreet anant vj raj dubey mallika chavan marrissa chauhan ron motwani khedekar shravan reshammiya darshan sachin aujla abhijeet jariwala lawrence sharma lallan sherawat estrada sanjay hansika jha ban,2007,drama romance thriller,himesh ishitha babbar mahadevan matz pankaj ryan lovepreet anant vj raj dubey mallika chavan marrissa chauhan ron motwani khedekar shravan reshammiya darshan sachin aujla abhijeet jariwala lawrence sharma lallan sherawat estrada sanjay hansika jha ban drama romance thriller
aggar,Anant Mahadevan,kapoor tushar goswami shreyas talpade udita,2007,drama thriller,kapoor tushar goswami shreyas talpade udita drama thriller
anjaam,Anant Mahadevan,kapoor emraan hashmi tusshar,2007,thriller,kapoor emraan hashmi tusshar thriller
anwar,Manish Jha,yadav koirala rajpal nauheed siddharth cyrusi,2007,drama,yadav koirala rajpal nauheed siddharth cyrusi drama
apna asmaan,Kaushik Roy,shobana khan irrfan,2007,unknown,shobana khan irrfan unknown
apne,Anil Sharma,bobby kirron sunny divya shilpa katrina deol kaif kher dutta dharmendra shetty,2007,sport family drama,bobby kirron sunny divya shilpa katrina deol kaif kher dutta dharmendra shetty sport family drama
aur pappu pass ho gaya,S. Soni,shroff jackie shah abhishek krishna kashmira,2007,unknown,shroff jackie shah abhishek krishna kashmira unknown
awarapan,Mohit Suri,emraan saran ashutosh sharma shriya rana hashmi mrinalini,2007,action drama,emraan saran ashutosh sharma shriya rana hashmi mrinalini action drama
benaam,Anees Bazmee,chawla ajay reddy bhumika tiwari sameera devgn mukesh,2007,action,chawla ajay reddy bhumika tiwari sameera devgn mukesh action
bheja fry,Sagar Ballary,kapoor vinay rajat sarika pathak,2007,comedy,kapoor vinay rajat sarika pathak comedy
bhool bhulaiyaa,Priyadarshan,balan amisha ahuja kumar vidya shiney patel akshay,2007,mystery comedy thriller,balan amisha ahuja kumar vidya shiney patel akshay mystery comedy thriller
bhram,Pavan Kaul,soman sheetal menon morea milind dino,2007,thriller,soman sheetal menon morea milind dino thriller
big brother,Guddu Dhanoa,priyanka sunny chopra deol srivastava raju,2007,crime romance action drama,priyanka sunny chopra deol srivastava raju crime romance action drama
blood brothers ,Vishal Bhardwaj,ayesha takia kapur siddharth pankaj malhotra pavan,2007,film short,ayesha takia kapur siddharth pankaj malhotra pavan film short
the blue umbrella,Vishal Bhardwaj,shreya pankaj kapur sharma,2007,unknown,shreya pankaj kapur sharma unknown
bombay to goa ,Raj Pendurkar,anand tinu shrivastav pal sunil vijay raaz asrani raju,2007,comedy,anand tinu shrivastav pal sunil vijay raaz asrani raju comedy
buddha mar gaya,Rahul Rawail,rakhi anupam puri paresh sawant kher rawal om,2007,comedy,rakhi anupam puri paresh sawant kher rawal om comedy
cash,Anubhav Sinha,khan ayesha esha deshmukh zayed ajay shamita sunil dia mirza takia deol devgn riteish shetty,2007,thriller,khan ayesha esha deshmukh zayed ajay shamita sunil dia mirza takia deol devgn riteish shetty thriller
chak de! india,Shimit Amin,ghatge rukh khan shah malvade vidya sagarika,2007,sport,ghatge rukh khan shah malvade vidya sagarika sport
chanchal ,Indrajit Singh,shahabi singh gracy armaan,2007,musical drama,shahabi singh gracy armaan musical drama
cheeni kum,R. Balki,sehgal tabu zohra bachchan paresh amitabh rawal,2007,comedy drama romance,sehgal tabu zohra bachchan paresh amitabh rawal comedy drama romance
chhodon naa yaar,Dillip Sood,sheirgill kim sharma jimmy,2007,horror,sheirgill kim sharma jimmy horror
chooriyan,Sukhwant Dhadda,vinod vikas sudhanshu bhalla khanna gracy pandey singh,2007,family drama,vinod vikas sudhanshu bhalla khanna gracy pandey singh family drama
cocktail: the deadly combination,Maninder Bhandari,khan paintal mushtaq gufi waqar,2007,thriller,khan paintal mushtaq gufi waqar thriller
darling,Ram Gopal Verma,fardeen khan esha koppikar isha deol,2007,mystery horror romance thriller,fardeen khan esha koppikar isha deol mystery horror romance thriller
delhii heights,Anand Kumar,sheirgill neha puri jimmy dhupia om,2007,unknown,sheirgill neha puri jimmy dhupia om unknown
dhamaal,Indra Kumar,aashish deshmukh javed chaudhary dutt warsi sanjay riteish jaffrey arshad,2007,comedy,aashish deshmukh javed chaudhary dutt warsi sanjay riteish jaffrey arshad comedy
dhan dhana dhan goal,Vivek Agnihotri,bipasha boman warsi irani abraham john arshad basu,2007,sport,bipasha boman warsi irani abraham john arshad basu sport
dharm,Bhavna Talwar,bhatt hrishitaa supriya kapur pathak pankaj,2007,unknown,bhatt hrishitaa supriya kapur pathak pankaj unknown
dhokha,Pooja Bhatt,anupam joshi tulip muzammil ibrahim kher,2007,unknown,anupam joshi tulip muzammil ibrahim kher unknown
dhol,Priyadarshan,kapoor khan arbaaz joshi yadav tanushree khemu tusshar sharma rajpal tara sharman kunal dutta,2007,comedy,kapoor khan arbaaz joshi yadav tanushree khemu tusshar sharma rajpal tara sharman kunal dutta comedy
dil dosti etc ,Manish Tiwary,shah nikita smriti anand sharma shreyas mishra imaad ishita talpade,2007,unknown,shah nikita smriti anand sharma shreyas mishra imaad ishita talpade unknown
don't stop dreaming ,Aditya Raj Kapoor,kapoor suniel shetty rishi,2007,drama,kapoor suniel shetty rishi drama
dus kahaniyaan,Sanjay Gupta,khan shah lamba dutt patel minissha aftab arbaaz diya neha shabana dino kher singh shivdasani anupam patekar manoj tarina azmi naseeruddin sunil dhupia mirza shetty bajpai nana amrita morea sanjay natassha,2007,drama,khan shah lamba dutt patel minissha aftab arbaaz diya neha shabana dino kher singh shivdasani anupam patekar manoj tarina azmi naseeruddin sunil dhupia mirza shetty bajpai nana amrita morea sanjay natassha drama
ek chalis ki last local,Sanjay Khanduri,abhay neha dhupia deol,2007,unknown,abhay neha dhupia deol unknown
eklavya: the royal guard,Vidhu Vinod Chopra,balan khan sheirgill jackie shroff bachchan ali saif jimmy dutt vidya sharmila amitabh sanjay sen raima tagore,2007,drama,balan khan sheirgill jackie shroff bachchan ali saif jimmy dutt vidya sharmila amitabh sanjay sen raima tagore drama
familywala,Neeraj Vora,mirza arjun dia rampal,2007,unknown,mirza arjun dia rampal unknown
fool n final,Ahmed Khan,shahid khan lever takia vivek rawal kapoor ayesha arbaaz grover deol oberoi gulshan shroff paresh sharmila johnny tagore om jackie puri sunny,2007,romance musical action comedy,shahid khan lever takia vivek rawal kapoor ayesha arbaaz grover deol oberoi gulshan shroff paresh sharmila johnny tagore om jackie puri sunny romance musical action comedy
"gandhi, my father",Feroz Abbas Khan,shah chawla khanna bhumika shefali akshaye,2007,drama,shah chawla khanna bhumika shefali akshaye drama
gangotri,Abhishek Chhadha,bachchan amitabh chawla bhumika,2007,drama,bachchan amitabh chawla bhumika drama
gauri: the unborn,Akku Akbar,rituparna atul sengupta kulkarni,2007,horror,rituparna atul sengupta kulkarni horror
go,Manish Shrivastava,kothari yadav rajpal menon kay nisha,2007,unknown,kothari yadav rajpal menon kay nisha unknown
"good boy, bad boy",Ashwini Chaudhary,kapoor emraan tanushree tusshar sharvani paresh hashmi isha dutta rawal,2007,comedy,kapoor emraan tanushree tusshar sharvani paresh hashmi isha dutta rawal comedy
guru,Mani Ratnam,balan chakraborty rai abhishek bachchan madhavan aishwarya vidya r mithun,2007,drama romance,balan chakraborty rai abhishek bachchan madhavan aishwarya vidya r mithun drama romance
har pal,Jahnu Barua,zinta ahuja koppikar shiney isha dharmendra preity,2007,romance,zinta ahuja koppikar shiney isha dharmendra preity romance
hastey hastey,Tonny,sheirgill yadav monishka jimmy rajpal nisha rawal,2007,comedy,sheirgill yadav monishka jimmy rajpal nisha rawal comedy
hattrick,Milan Luthria,kapoor danny rimi patekar paresh nana denzongpa sen kunal rawal,2007,comedy,kapoor danny rimi patekar paresh nana denzongpa sen kunal rawal comedy
heyy babyy,Sajid Khan,fardeen khan balan anupam shah rukh boman deshmukh kumar vidya kher irani akshay riteish,2007,romance drama comedy,fardeen khan balan anupam shah rukh boman deshmukh kumar vidya kher irani akshay riteish romance drama comedy
honeymoon travels pvt. ltd.,Reema Kagti,lamba khanna patel minissha diya rampal shabana boman arjun mridul deol karan abhay ranvir azmi irani sen mirza shorey amisha chatwal menon kay vikram raima sandhya,2007,romance drama comedy,lamba khanna patel minissha diya rampal shabana boman arjun mridul deol karan abhay ranvir azmi irani sen mirza shorey amisha chatwal menon kay vikram raima sandhya romance drama comedy
jab we met,Imtiaz Ali,shahid kapoor dara pawan singh malhotra kareena,2007,comedy romance,shahid kapoor dara pawan singh malhotra kareena comedy romance
jahan jaaeyega hamen paaeyega,Janmendra Ahuja,sivanand sakshi govinda,2007,comedy,sivanand sakshi govinda comedy
jhoom barabar jhoom,Shaad Ali,bobby zinta abhishek bachchan deol lara dutta preity,2007,comedy romance,bobby zinta abhishek bachchan deol lara dutta preity comedy romance
johnny gaddar,Sriram Raghavan,rimi neil vinay dayanand zakir sen pathak dharmendra shetty hussain mukesh,2007,thriller,rimi neil vinay dayanand zakir sen pathak dharmendra shetty hussain mukesh thriller
