Title,Director,Cast,Year,Genre,combo
nh-8 road to nidhivan,Munindra Gupta,ravneet ghosh satyakam anand arjun auroshikha fauzdar swaroopa kaur dey,2015,horror,
ek adbhut dakshina guru dakshina,Kiran Phadnis,sulagna shringarpure pillai roopa panigrahi rajesh karnad ganguly girish rajeev govinda,2015,drama dance,
ishq ke parindey,Shakir Khan,priyanka manjul khan iftikhar aazad verma mehta rishi yasir,2015,romance,
kaagaz ke fools,Anil Kumar Chaudhary,rajendra saurabh godse vinay behl sen sethi pathak raima mugdha shukla amit,2015,comedy,
gabbar is back,Krish,haasan suman kumar shruti akshay,2015,crime action,
sabki bajegi band,Anirudh Chawla,alekh swara sumeet shaurya sangal vyas amol chauhan bhaskar parashar,2015,drama thriller,
kuch kuch locha hai,Devang Dholakia,kapoor navdeep sunny sharma chabbra leone ram evelyn,2015,comedy,
piku,Shoojit Sircar,deepika khan moushumi jisshu bachchan padukone chatterjee amitabh irrfan sengupta,2015,drama comedy,
bombay velvet,Anurag Kashyap,kapoor anushka ranbir sharma menon kay johar karan,2015,crime drama,
main hoon rajinikanth,Faisal Saif,menon adithya radheshyam kavita,2015,spoof comedy thriller,
tanu weds manu returns,Anand L. Rai,r madhavan kangana ranaut,2015,comedy romance,
i love desi,Pankaj Batra,priyanka shah grover vedant gulshan bali,2015,comedy,
ishqedarriyaan,V. K. Prakash,chakraborty kavin dave mohit sharma dutta mahaakshay evelyn,2015,drama,
p se pm tak,Kundan Shah,bharat yashpal rocky meenakshi sharma verma dixit jadhav,2015,comedy,
welcome 2 karachi,Ashish R Mohan,lauren imran shah hasnee jackky gottlieb warsi adnan ayub bhagnani khoso arshad,2015,comedy,
dil dhadakne do,Zoya Akhtar,kapoor priyanka shah anushka sharma ranveer chopra anil shefali farhan singh akhtar,2015,drama,
mere genie uncle 3d,Ashish Bhavsar,talsania kapoor swati ehsaan tiku shakti qureshi,2015,drama,
hamari adhuri kahani,Mohit Suri,balan emraan rajkummar rao vidya hashmi,2015,drama romance,
abcd 2,Remo D'Souza,kapoor lauren dharmesh raghav deva juyal dhawan shraddha gottlieb prabhu pathak varun yelande punit,2015,dance,
miss tanakpur haazir ho ,Vinod Kapri,annu kapoor bhatt rahul puri bagga hrishitaa om,2015,drama comedy,
uvaa,Jasbir Bhaati,sheirgill puri sangram jimmy puran archana singh om,2015,social comedy,
bezubaan ishq,Jashwant Gangani,godse ullal malkani nishant sneha mugdha,2015,romance,
guddu rangeela,Subhash Kapoor,rao sadh hydari warsi aditi arshad amit,2015,comedy,
second hand husband,Smeep Kang,ahuja gippy tina grewal dharmendra,2015,drama,
baahubali,S. S. Rajamouli,prabhas tamannaah anushka daggubati rana bhatia shetty,2015,action,
i love ny,Radhika Rao,sunny kangana deol ranaut,2015,drama romance,
thoda lutf thoda ishq,Sachin Gupta,mishra tejwani sanjay hiten,2015,drama romance,
bajrangi bhaijaan,Kabir Khan,kapoor khan nawazuddin siddiqui salman harshaali malhotra kareena,2015,drama action comedy,
aisa yeh jahaan,Biswajeet Bora,kholie dubey palash yashpal sharma ira sen kymsleen,2015,drama,
masaan,Neeraj Ghaywan,kaushal chadha richa mishra shweta sanjay tripathi vicky,2015,drama,
drishyam,Nishikant Kamat,kapoor saran tabu rajat shriya ajay devgn,2015,drama thriller,
bangistan,Karan Anshuman,samrat pulkit riteish deshmukh,2015,comedy,
all is well,Umesh Shukla,kapoor thottumkal abhishek bachchan supriya pathak asin rishi,2015,drama,
brothers,Karan Malhotra,kapoor shroff jackie jacqueline sidharth kumar fernandez conan stevens akshay malhotra kareena,2015,drama,
gour hari dastaan,Ananth Narayan Mahadevan,ranvir konkona vinay tannishtha sharma chatterjee sen pathak shorey,2015,drama,
manjhi - the mountain man,Ketan Mehta,nawazuddin radhika siddiqui apte,2015,drama,
rolling dream,Maahi Kaur,saachi tiwari,2015,drama,
kaun kitney paani mein,Nila Madhab Panda,saurabh apte grover radhika gulshan shukla,2015,social drama,
phantom,Kabir Khan,khan ali saif katrina kaif,2015,action thriller,
welcome back,Anees Bazmee,kapoor patekar dimple nana paresh hassan shruti kapadia anil abraham john rawal,2015,comedy romance,
hero,Nikhil Advani,dhulia kelkar tigmanshu aditya sooraj pancholi sharad shetty athiya,2015,action romance,
sorry daddy,Vijay Pal and Shakur,khan shamim tinu verma tiwari mukesh,2015,action drama,
katti batti,Nikhil Advani,khan imran ranaut kangana,2015,comedy romance,
meeruthiya gangster,Zeishan Quadri,ahlawat dahiya jaideep bharucha sharma ishita aakash nushrat shadab kamal,2015,crime comedy,
msg-2:the messenger,Gurmeet Ram Rahim Singh,ram singh gurmeet rahim,2015,action thriller,
kis kisko pyaar karoon,Abbas-Mustan,khan avram manjari elli varun sharma supriya pathak phadnis kapil simran mundi kaur arbaz lokur sai,2015,comedy,
calendar girls,Madhur Bhandarkar,akanksha avani puri dutt kyra modi ruhi singh,2015,drama,
bhaag johnny,Shivam Nair,zoa khemu mandana kunal morani karimi,2015,drama,
time out,Rikhil Bahadur,pachauri chirag pranay malhotra,2015,drama,
singh is bliing,Prabhu Deva,jackson akshay amy kumar,2015,comedy,
talvar,Meghna Gulzar,khan tabu konkona sharma sen irrfan,2015,thriller,
jazbaa,Sanjay Gupta,khan rai bachchan shabana aishwarya azmi irrfan,2015,action drama,
bumper draw,Irshad Khan,yadav subrat rajpal rana dutta zakir hussain rushad,2015,comedy,
chinar daastaan-e-ishq,Sharique Minhaj,khan tahil inayat sharma dalip faisal shahbaz,2015,drama romantic,
pyaar ka punchnama 2,Luv Ranjan,sehgal kapoor aaryan bharucha sonalli kartik nushrat omkar,2015,comedy,
wedding pullav,Binod Pradhan,manchale kapoor sehgal anushka grover ranjan sonalli rishi diganth karan,2015,comedy,
shaandaar,Vikas Bahl,shahid kapoor bhatt kapur alia pankaj,2015,comedy romance,
titli,Kanu Behl,ranvir lalit behl shashank arora amit sial shorey,2015,crime,
main aur charles,Prawaal Raman,adil chadha richa randeep madhav nandu hussain hooda,2015,thriller,
once upon a time in bihar,Nitin Chandra,vidyarthi prakash ashish kranti puri deepak pankaj kumar ajay singh jha arti,2015,political,
guddu ki gun,"Shantanu Ray Chhibber, Sheershak Anand",sarkar khemu sumeet vyas sharma aparna kunal payel,2015,comedy,
love exchange,Raj V Shetty,jyoti mohit sharma madan,2015,romance,
prithipal singh... a story,Babita Puri,vikas anjali singh kumar,2015,biopic,
four pillars of basement,Giresh Naik K,abdullah bruna dillzan wadia zakir aaliya singh hussain,2015,thriller,
charlie kay chakkar mein,Manish Srivasta,naseeruddin shah,2015,crime thriller,
yaara silly silly,Subhash Sehgal,dam parambrata chatterjee paoli,2015,romance,
ranbanka,Aryeman Ramsay,manish paul thakur ravi pooja kishan,2015,action,
prem ratan dhan payo,Sooraj Barjatya,kapoor khan anupam neil swara deepak kohli nitin bhaskar dobriyal sonam salman armaan sanjay kher mishra mukesh,2015,romance,
x,Various Directors,kapoor qureshi huma rajat,2015,anthology,
angry indian goddesses,Pan Nalin,anushka tannishtha chatterjee jane mridul sandhya dia manchanda sarah,2015,drama,
tamasha,Imtiaz Ali,deepika kapoor ranbir padukone,2015,romance,
hate story 3,Vishal Pandya,khan shah joshi daisy grover singh sharman karan zarine,2015,adult thriller,
kajarya,Madhureeta Anand,meenu sud ridhima kuldeep ruhil hooda,2015,drama,
the silent heroes,Mahesh Bhatt,bhardawaj priyanka mann deep bagga pant kumar panchal simran maanuv nirmal,2015,adventure,
bajirao mastani,Sanjay Leela Bhansali,deepika priyanka padukone ranveer chopra singh,2015,romance,
dilwale,Rohit Shetty,rukh khan shah kajol dhawan sanon varun kriti,2015,action romance,
monsoon shootout,Amit Kumar,nawazuddin neeraj siddiqui tannishtha chatterjee kabi sreejita de,2016,neo noir,
wazir,Bejoy Nambiar,neil bachchan rao nitin mukesh hydari amitabh aditi abraham john farhan akhtar,2016,thriller,
chalk n duster,Jayant Gilatar,zarina chadha juhi richa babbar shabana divya chawla azmi wahab dutta arya,2016,drama,
rebellious flower,Krishan Hooda,pachera shah sinha bachchan shaneel adarkar shashank prince mantra kirti mugdha singh,2016,biopic,
airlift,Raja Krishna Menon,malhotra purab kohli ferena kumar akshay nimrat gunjan kaur wazeir,2016,war thriller,
jugni,Shefali Bhushan,garg behl sharma sugandha siddhant anuritta k samir jha singh sadhana,2016,musical drama,
kyaa kool hain hum 3,Umesh Ghadge,gauhar khan danny krushna meghna claudia kapoor aftab gizele vj mandana shivdasani naidu thakral abhishek ciesla riteish tushar darshan andy jariwala saru deshmukh karimi,2016,adult comedy,
saala khadoos,Sudha Kongara Prasad,singh ritika r madhavan,2016,sport,
mastizaade,Milap Milan Zaveri,kapoor abdullah tushar shaad gizele thakral sunny vir deshmukh randhawa leone da bruna riteish,2016,adult comedy,
sanam teri kasam,"Radhika Rao, Vinay Sapru",sinha harshvardhan hocane rane da anurag shraddha mawra,2016,romance,
ghayal once again,Sunny Deol,khan soha daina shivam patil sunny ali rishabh kumar abhilash munjal deol aanchal arora,2016,action drama,
fitoor,Abhishek Kapoor,kapoor tabu bhatt lara rahul rao ajay aditya hydari katrina kaif aditi oberoi akshay dutta devgn roy,2016,drama romance,
sanam re,Divya Khosla Kumar,kapoor urvashi divya pulkit samrat khosla kumar shreyas bharti rautela gautam pardiwalla yami rishi singh,2016,romance,
direct ishq,Rajiv S. Ruia,rajneesh nidhi arjun bijlani duggal subbaiah,2016,drama,
ishq forever,Sameer Sippy,jaffrey lisa ray javed krishna ruhi singh chaturvedi,2016,drama,
loveshhuda,Vaibhav Mishra,dadachandji pandit kumar dhillon navneet girish yash kaur benaf,2016,romance,
neerja,Ram Madhvani,kapoor shabana ravjiani azmi sonam shekhar,2016,biopic drama,
dhara 302,Jitender Singh Narukal,khan rufy dipti gulshan pandey dhotre,2016,action drama,
aligarh,Hansal Mehta,rajkummar bajpayee manoj rao,2016,biopic drama,
bollywood diaries,K.D. Satyam,vidyarthi vineet salim ashish karuna kumar singh sen pandey raima diwan,2016,drama,
love shagun,Sandesh Nayak,nidhi manit anuj sachdeva joura subbaiah,2016,comedy romance,
tere bin laden: dead or alive,Abhishek Sharma,manish pradhuman sikander paul ali sugandha ram kher zafar singh,2016,comedy,
zubaan,Mozez Singh,kaushal raghav chanana jane dia vicky sarah,2016,drama,
jai gangaajal,Prakash Jha,priyanka prakash rahul bhatt anuj chopra jha aggarwal,2016,action drama,
global baba,Manoj Sidheshwari Tewari,akhilendra pankaj abhimanyu mishra ravi tripathi sandeepa sanjay dhar kishan singh,2016,satire,
teraa surroor,Shawn Arranha,himesh shah reshammiya dogra naseeruddin kapur monica farah shekhar karimi,2016,action romance thriller,
ok mein dhokhe,Utpal S. Chaudhary,megha vaidhei verma rathore milan krishna thakur ravi zoya sapan singh,2016,drama thriller,
kapoor & sons,Shakun Batra,kapoor khan bhatt sidharth alia fawad rishi malhotra,2016,drama comedy,
rocky handsome,Nishikant Kamat,haasan shruti abraham john kaur nathalia,2016,action,
ki & ka,R. Balki,kapoor jaya bachchan arjun amitabh kareena,2016,comedy romance,
love games,Vikram Bhatt,gaurav patralekha berry tara arora alisha,2016,thriller,
the blueberry hunt,Anup Kurien,shah vinay forrt sharma naseeruddin vipin,2016,thriller,
fan,Maneesh Sharma,rukh khan shah sousa shriya waluscha sayani pilgaonkar de gupta,2016,action drama thriller,
nil battey sannata,Ashwini Iyer Tiwari,swara bhaskar ratna suri tripathi sanjay pathak pankaj,2016,drama comedy,
laal rang,Syed Ahmad Afzal,randeep bajpai rajneesh oberoi piaa duggal akshay hooda,2016,action,
santa banta pvt ltd,Akashdeep Sabir,kapoor lisa haydon neha boman vir da dhupia irani ram,2016,comedy,
baaghi,Sabbir Khan,kapoor shroff babu grover sunil tiger sudheer shraddha,2016,action,
shortcut safari ,Amitabha Singh,aashi mann khetani tandon hardil sharvil jimmy deah patel ugam kanaba stuti dwivedi shergill rawal,2016,adventure drama,
one night stand,Jasmine Moses D'Souza,tanuj sunny nyra leone banerjee virwani,2016,thriller,
traffic,Rajesh Pillai,thukral sheirgill sachin manoj nikita vishal divya bajpayee jimmy chatterjee parambrata kitu prosenjit dutta gidwani singh khedekar,2016,thriller,
1920 london,Tinu Suresh Desai,joshi meera vishal karwal chopra sharman,2016,horror,
azhar,Tony D'Souza,emraan kunaal sharma gulati karanvir hashmi gautam roy kapur lara dutta desai fakhri nargis prachi,2016,biopic,
buddha in a traffic jam,Vivek Agnihotri,mahie anupam joshi dwivedi arunoday pallavi anchal kher gill singh,2016,drama political,
khel toh ab shuru hoga,Kunal V Singh,devshi ruslaan khanduri mumtaz,2016,action,
dear dad,Tanuj Bhramar,arvind swamy sharma khanna himanshu ekavali,2016,drama,
kaptaan,Mandeep Kumar,karishma gippy rishaan grewal kotak dutta,2016,comedy,
sarbjit,Omung Kumar,chadha richa randeep rai aishwarya hooda,2016,biopic,
phobia,Pawan Kripalani,misra satyadeep radhika apte,2016,thriller,
veerappan,Ram Gopal Varma,khan bharadwaj lisa joshi ray jadhav usha sandeep sachiin zarine,2016,action,
fredrick,Rajesh Butalia,dhyani kk avinash narayanan prashant,2016,psychological action thriller,
waiting,Anu Menon,kapoor shah maniratnam koechlin mathur kalki rajat naseeruddin arjun suhasini,2016,drama,
housefull 3,Sajid-Farhad,jacqueline lisa haydon abhishek bachchan dheer deshmukh nikitin kumar fernandez akshay riteish fakhri nargis,2016,comedy,
do lafzon ki kahani,Deepak Tijori,aggarwal kajal hooda randeep,2016,romantic,
dhanak,Nagesh Kukunoor,krrish maurya sharma vibha chabbria vijay vipin gadda chibber hetal,2016,drama,
te3n,Ribhu Dasgupta,balan nawazuddin bachchan siddiqui vidya amitabh,2016,thriller,
udta punjab,Abhishek Chaubey,shahid kapoor diljit dosanjh bhatt alia kareena,2016,crime,
luv u alia,Indrajit Lankesh,chandan sunny chauhan chawla leone kumar v bhumika sangeeta ravichandran sudeep,2016,romance,
raman raghav 2.0,Anurag Kashyap,nawazuddin kaushal sobhita siddiqui dhulipala vicky,2016,crime thriller,
junooniyat,Vivek Agnihotri,devaiah bhatt pulkit samrat gautam yami gulshan hrishita,2016,romance,
7 hours to go,Saurabh Varma,shiv pandit stankovic varun sandeepa badola dhar natasa,2016,crime thriller,
a scandall,Ishaan Shrivedi,manav tanvi kaul vyas,2016,adult,
rough book,Ananth Narayan Mahadevan,chatterjee amaan tannishtha khan,2016,drama,
shorgul,"Pranav Kumar Singh, Jitendra Tiwari",sheirgill suha ashutosh narendra jimmy rana jha gezen,2016,drama political,
dil toh deewana hai,Raja Bundela,khan haider babbar sadha nath hemant mukherjee pandey raj alok zeenat sushmita aman,2016,romance comedy,
sultan,Ali Abbas Zafar,khan randeep anushka sharma sadh salman amit hooda,2016,sport drama,
brahman naman,Qaushiq Mukherjee,shankar mallya sid dhananiya kalyan rath shashank biswa vaishwath arora smith denzil tanmay,2016,comedy,
great grand masti,Indra Kumar,sonali aftab urvashi mishti deshmukh talpade shreyas da rautela vivek oberoi raut pooja shraddha riteish shivdasani bose,2016,comedy,
madaari,Nishikant Kamat,khan sheirgill jimmy irrfan,2016,drama,
ishq click,Anil Ballani,sara suman adhyayan loren,2016,drama romance,
m cream,Agneya Singh,shah dubey chanana raaghav imaad ira,2016,road movie,
kabali,Pa. Ranjith,apte rajinikanth winston radhika chao,2016,action,
dishoom,Rohit Dhawan,kapoor jacqueline saqib varun dhawan fernandez khanna abraham saleem ram john fakhri nargis akshaye,2016,action,
love ke funday,Indervesh Yogee,shaleen bhanot banerjee pooja,2016,comedy,
the legend of michael mishra,Manish Jha,kayoze boman rao hydari warsi irani aditi arshad,2016,drama romance,
fever,Rajeev Jhaveri,gauhar khan atkinson victor murino makwana caterina banerjee gemma ankita rajeev khandelwal,2016,thriller,
hai apna dil toh awara,Monjoy Mukerji,anand sahil,2016,romance comedy,
mohenjo daro,Ashutosh Gowariker,bedi kelkar hrithik arunoday roshan sharad pooja hegde singh kabir,2016,drama,
rustom,Tinu Suresh Desai,d esha kumar bajwa arjan cruz ileana akshay gupta,2016,romance thriller,
happy bhaag jayegi,Mudassar Aziz,abhay sheirgill momal ali sheikh diana jimmy deol fazal penty,2016,comedy,
waarrior savitri,Param Gill,pinder lucy raizada rajat niharica barmecha,2016,action,
a flying jatt,Remo D'Souza,kapoor shroff jacqueline jones fernandez amrita menon kay tiger shraddha singh nathan,2016,action comedy,
akira,A.R. Murugadoss,konkona kashyap sinha sonakshi raai sharma sadh sen anurag kulkarni laxmi atul amit,2016,action drama,
yea toh two much ho gayaa,Anwer Khan,khan arbaaz sheirgill abdullah sharma jimmy bruna devansh chopra pooja,2016,action drama,
island city,Ruchika Oberoi,ashwin amruta mushran vinay tannishtha chatterjee pathak subhash,2016,drama,
baar baar dekho,Nitya Mehra,kapoor shah taaha sidharth sarika katrina kaif sayani ram malhotra gupta,2016,drama romance,
freaky ali,Sohail Khan,khan arbaaz nawazuddin seema arora amy siddiqui jas nikitin dheer paresh alam biswas asif jackson basra ganatra,2016,comedy sport romantic,
ek kahani julie ki,Aziz Zee,sawant rakhi,2016,thriller,
raaz reboot,Vikram Bhatt,emraan gaurav kharbanda mukherjee hashmi arora kriti suzanna,2016,horror,
pink,Aniruddha Roy Chowdhury,bedi pannu bachchan tariang kulhari andrea angad taapsee kirti amitabh,2016,drama,
parched,Leena Yadav,apte tannishtha chawla surveen chatterjee radhika sayani gupta,2016,drama,
banjo,Ravi Jadhav,dharmesh deshmukh yelande riteish fakhri nargis,2016,drama comedy,
days of tafree,Krishnadev Yagnik,soni nimisha yash mehta,2016,comedy,
wah taj,Ajit Sinha,rajeev manjari sharma rajesh shreyas hemant verma phadnis pandey talpade,2016,satirical,
m.s. dhoni: the untold story,Neeraj Pandey,anupam kiara advani sushant herry tangri patani chawla disha bhumika kher singh rajput,2016,sport biopic,
mirzya,Rakeysh Omprakash Mehra,kapoor art puri raina harshvardhan saiyami k malik kher om,2016,drama romance,
msg: the warrior lion heart,"Gurmeet Ram Rahim Singh, Honeypreet Insan",kainaat insan gurmeet bhushan rajesh rahim charapreet sukhottam ram garima singh honeypreet ashok,2016,adventure drama,
tutak tutak tutiya,A. L. Vijay,deva prabhu sood sonu tamannaah,2016,comedy supernatural,
anna ,Shashank Udapurkar,mukerji rajit namdeo kishor udapurkar shashank kapur sharat tanishaa saxena kadam govind,2016,biographical,
