Title,Director,Cast,Year,Genre,combo
chhota bheem and the throne of bali,Rajiv Chilaka,chhota 55 arjun chutki bheem raju,2013,child animation,
go goa gone,"Raj Nidimoru, Krishna D.K.",khan khemu ali saif vir da 56 puja kunal gupta,2013,zombie comedy,
gippi,Sonam Nair,shah 57 divya taaha vij riya dutta,2013,coming of age,
aurangzeb,Atul Sabharwal,kapoor shroff jackie sukumaran prithviraj arjun agha rishi 58 sasha,2013,action drama,
i don't luv u,Amit Kasaria,chetna pande mumtaz ruslaan 59,2013,drama romantic,
beehad - the ravines,Krishna Mishra,mangal maan deep sunil 60 singh sawara,2013,drama,
ishkq in paris,Prem Raj,rhehan isabelle zinta 61 malliek adjani preity,2013,romance,
hum hai raahi car ke,Jyotin Goel,dev juhi 62 sharma chawla chunky dutt sanjay goel pandey adah,2013,comedy romantic,
zindagi 50-50,Rajiv S. Ruia,rajan kumari yadav babbar veena verma rajpal supriya sen riya malik 63 arya,2013,social,
yeh jawaani hai deewani,Ayan Mukerji,kapoor deepika evelyn koechlin 64 kalki ranbir padukone sharma aditya kapur kunal roy,2013,comedy romantic,
yamla pagla deewana 2,Sangeeth Sivan,bobby 65 akheeva neha sunny sharma deol kristina dharmendra,2013,action comedy,
fukrey,Mrigdeep Singh Lamba,chadda richa 66 anand ali pulkit samrat priya tripathi vishakha fazal pankaj singh manjot,2013,comedy,
ankur arora murder case,Suhail Tatari,chhaya mathur harsh 67 menon kay arjun paoli vishakha dam singh,2013,thriller,
raanjhanaa,Anand L. Rai,kapoor abhay 68 swara dhanush mohammed bhaskar sonam deol ayyub zeeshan,2013,romance,
enemmy,Ashu Trikha,chakraborty mahakshay lever chaudhary menon kay sunil mahesh johnny yuvika 69 manjrekar shetty mithun,2013,action,
romeo,Susi Ganeshan,neil 70 nitin ameesha puja patel mukesh gupta,2013,romantic thriller,
ghanchakkar,Rajkumar Gupta,balan emraan vidya 71 hashmi,2013,comedy thriller,
lootera,Vikramaditya Motwane,sinha sonakshi 72 ranveer singh,2013,romance thriller,
policegiri,K. S. Ravikumar,prakash puri prachi dutt sanjay 73 raj desai om,2013,action,
bhaag milkha bhaag,Rakeysh Omprakash Mehra,kapoor malhotra divya 74 pawan sonam dutta farhan akhtar,2013,biopic,
sixteen,Raj Purohit,75 wamiqa mehra darshan mathew izabelle jariwala highphill leite rohan gabbi,2013,drama,
b.a. pass,Ajay Bahl,shilpa rajesh sharma 76 shadab shukla kamal,2013,drama,
boyss toh boyss hain,Amit Vats,yadav dhruv raj divya kumar anshuman aarya saxena sharat 77 ganesh dutta jha,2013,comedy,
ramaiya vastavaiya,Prabhudeva,haasan kumar 78 shruti girish,2013,com rom,
d day,Nikhil Advani,kapoor haasan khan huma 79 irrfan rampal arjun shruti rishi qureshi,2013,action drama,
ship of theseus,Anand Gandhi,sohum shah vinay al aida kabi niraj khashef shukla 80,2013,avant garde,
issaq,Manish Tiwary,deshpande 81 sachdev babbar prateik sharma rajeshwari ravi makarand kishan evelyn,2013,drama romance,
bajatey raho,Shashant Shah,ranvir 82 vinay ahluwalia ravi pathak kishan dolly shorey,2013,comedy,
luv u soniyo,Joe Rajan,tanuj neha 83 hinge virwani,2013,romance,
nasha,Amit Saxena,shivam chakma ranbir 84 pandey poonam,2013,erotic thriller,
rabba main kya karoon,Amrit Sagar Chopra,akash paresh warsi chopra 85 arshad rawal,2013,comedy,
chor chor super chor,K. Rajesh,anshul uma kataria deepak bathija paru dobriyal 86 priya,2013,comedy,
calapor,Dinesh P. Bhonsle,chhaya yadav harsh 87 raghubir chatterjee rituparna sengupta priyanshu,2013,drama thriller,
love in bombay,Joy Mukherjee,waheeda kumar mukherjee 88 joy rehman ashok,2013,romance,
chennai express,Rohit Shetty,deepika rukh khan shah padukone 89,2013,action comedy,
once upon ay time in mumbai dobaara!,Milan Luthria,sonali khan imran sinha sonakshi 90 kumar mahesh bendre manjrekar akshay,2013,crime romance,
madras cafe,Shoojit Sircar,john nargis fakhri abraham,2013,espionage drama thriller,
satyagraha,Prakash Jha,kapoor 91 rampal manoj bachchan bajpai amrita rao ajay arjun amitabh devgn kareena,2013,political thriller,
zanjeer,Apoorva Lakhia,mahie priyanka charan prakash atul 92 kulkarni dutt chopra sanjay ram gill raj,2013,action thriller,
shuddh desi romance,Maneesh Sharma,kapoor sushant parineeti vaani chopra rishi singh rajput 93,2013,romance,
siddharth,Richie Mehta,tailang rajesh,2013,drama,
grand masti,Indra Kumar,aftab abdullah karishma 94 manjari arora deshmukh bruna tanna phadnis vivek oberoi kainaat riteish shivdasani,2013,adult comedy,
john day,Ahishor Solomon,shah randeep naseeruddin 95 hooda,2013,thriller,
horror story,Ayush Raina,96 kundra bajpai vaid malkani nandini nishant sheetal menon aparna zaidi singh radhika ravish karan hasan desai,2013,horror,
phata poster nikla hero,Rajkumar Santoshi,shahid kapoor padmini yadav darshan d 97 kolhapure jariwala parul cruz ileana,2013,com rom action,
the lunchbox,Ritesh Batra,khan nawazuddin 98 siddiqui bharati irrfan achrekar,2013,drama,
warning,Gurmmeet Singh,tuli jitin manjari fadnis barmola sharma santosh madhurima gulati suzana suri 99 varun sumit rodrigues,2013,thriller,
maazii,Jaideep Chopra,mona wasu manish sumeet 100 mohd chaudhary tripathi ayyub zeeshan nijhawan pankaj,2013,suspense thriller,
prague,Ashish R Shukla,mayank kazan elena chandan lamba kumar sanyal arfi roy 101,2013,psychological romance thriller,
super model,Navin Batra,shroff jackie ashmit 102 veena patel malik,2013,drama,
war chhod na yaar,Faraz Haider,khan soha joshi ali javed mishra 103 sharman sanjai jaffrey,2013,comedy war,
baat ban gayi,Shuja Ali,anisa ali grover gulshan fazal 104,2013,comedy,
ek thee sanam,Monish Kaushal,triloki rajender gopal 106 thakur nisha,2013,drama,
paapi - ek satya katha,Aziz Sejawal,107 sayantika babbar harish sharma rajesh bharti chatterjee banerjee patel prosenjit pooja arya,2013,crime,
boss,Anthony D'Souza,108 danny chakraborty shiv sinha sonakshi pandit johny lever kumar ronit rao denzongpa hydari aditi akshay roy mithun,2013,masala,
shahid,Hansal Mehta,rajkummar 109 dhulia tigmanshu rao menon kay panjabi prabal,2013,biography drama,
wake up india,Babloo Seshadri,khan mushtaq chirag anjula patil joshi mahor anant milind tiwari tamhankar singh sai manoj gunaji irani asrani atul adi mohan 110 srivastav parchure jog aanjjan mukesh,2013,drama political,
amdavad junction,Apurv Bajpai,jardosh khan salot saurabh 111 swapna nair vyas trivedi gunjan ishita touqeer patel rohan singh devendra hitesh,2013,crime drama,
dilli gang,Ashish Tyagi,darshan yashpal amir jariwala ali sharma neena dalvi asif kulkarni basra 112,2013,crime,
mickey virus,Saurabh Varma,manish avram paul chaudhary puja elli badola varun 113 gupta,2013,comedy thriller,
ishk actually,Anish Khanna,ahuja neha shipley van 114 khandelwal bakhirta mitchai siddharth ann rajeev rayo ghelot,2013,romance,
sooper se ooper,Shekhar Ghosh,yashpal deepak vir kulhari sharma grover da dobriyal 115 kirti gulshan,2013,comedy,
krrish 3,Rakesh Roshan,priyanka hrithik ranaut 116 roshan chopra kangana vivek oberoi,2013,superhero,
satya 2,Ram Gopal Varma,premi 120 soti ratn puneet 118 anaika mahesh 117 thakur 119 aradhna raj singh vikram gupta,2013,crime,
rajjo,Vishwas Patil,manjrekar jaya prakash ranaut mahesh kangana arora prada raj para,2013,romance,
goliyon ki rasleela ram-leela,Sanjay Leela Bhansali,deepika chadda richa padukone supriya ranveer pathak singh 121,2013,drama romance,
gori tere pyaar mein,Punit Malhotra,kapoor khan imran anupam kher 122 shraddha kareena,2013,comedy romance,
singh saab the great,Anil Sharma,urvashi sunny johny lever rao amrita 123 rautela deol,2013,action,
bullett raja,Tigmanshu Dhulia,khan sheirgill 124 sinha sonakshi jamwal ali saif chunky jimmy sunny leone vidyut pandey,2013,crime romance comedy,
r... rajkumar,Prabhudeva,shahid kapoor vidyarthi ashish sinha sonakshi sood asrani sonu 125,2013,action romance,
jackpot,Kaizad Gustad,shah joshi sunny leone 126 naseeruddin sachiin j,2013,comedy thriller,
what the fish,Gurmmet Singh,citation anand dimple kapadia needed rishi tiwari manu singh manjot,2013,drama,
dhoom 3,Vijay Krishna Acharya,khan abhishek bachchan katrina uday kaif chopra aamir,2013,action,
mr joe b. carvalho,Samir Tewari,khan soha ali javed vijay warsi jaffrey arshad raaz,2014,comedy,
sholay 3d,Ramesh Sippy,khan malini jaya hangal amjad bachchan kumar a sanjeev k amitabh hema dharmendra bhaduri,2014,adventure action,
dedh ishqiya,Abhishek Chaubey,shah huma madhuri dixit naseeruddin warsi qureshi arshad,2014,black comedy thriller,
yaariyan,Divya Khosla Kumar,nicole dev faria kohli sharma shreyas pardiwalla preet himansh rakul singh,2014,romance,
karle pyaar karle,Rajesh Pandey,kaur hasleen darshan shiv,2014,romance,
miss lovely,Ashim Ahluwalia,singh nawazuddin siddiqui niharika,2014,drama,
om-dar-ba-dar,Kamal Swaroop,anita manish gopi lakhia kanwar aditya desai gupta,2014,experimental,
paranthe wali gali,Sachin Gupta,gujral neha mohinder kohli pawar yuvraj haral anuj thakkar himanshu saxena vijayant,2014,comedy romantic,
strings of passion,Sanghamitra Chaudhari,sharma rajesh mukherjee shubh indrani haldar zeenat aman,2014,drama,
jai ho,Sohail Khan,khan danny shah tabu seth suniel d souza daisy sana mohnish behl denzongpa vatsal salman genelia shetty,2014,action comedy,
one by two,Devika Bhagat,abhay darshan preeti kripalani dubey anish jariwala trivedi agnihotri lilette deol jayant desai rati,2014,comedy romance,
babloo happy hai,Nila Madhab Panda,parashar sumit malhotra purohit reyhna anand khusbhoo mika singh sahil amol tawde anu preet fernandes parvin choudhury suri pooja daba erica kamal,2014,comedy,
hasee toh phasee,Vinil Mathew,sharma sidharth parineeti chopra malhotra adah,2014,comedy romance,
heartless,Shekhar Suman,ayam deepti madan jain ariana suman puri naval shekhar adhyayan om,2014,thriller,
ya rab,Hasnain Hyderabadwala,khan akhilendra kishori singh shahane sehbai kher ajaz mishra vikram manzar raju,2014,social drama,
gunday,Ali Abbas Zafar,kapoor priyanka khan arjun ranveer chopra irrfan singh,2014,action,
kaho na kaho,Sanjay Niranjan,roshni sikandar raja,2014,social,
darr @ the mall,Pawan Kripalani,sheirgill arif bharucha bhattacharya jimmy nivedita asif nushrat zakaria basra,2014,horror,
dee saturday night,Jay Prakash,gaurav khanduri arif nazneen mahi verma dixit patel narayanan zakaria prashant aman,2014,drama,
gulabi gang (film),Nishtha Jain,sampat devi pal,2014,documentary,
highway,Imtiaz Ali,bhatt alia hooda randeep,2014,drama romance,
karar: the deal,Sabir,tarun rana mahek arora chahal jyothi,2014,thriller,
pyar ka live show,Shailendra Singh Rajput,rajni mushtaq pundhir khan ali rindan rudraksh irani ishrat mehta adi singh shiva upasana,2014,drama,
the dark secrets of tonhi,Shiraz Henry,brandon priyanka sikka smitha joshi siah alex peter natasha hill j,2014,action drama,
anuradha,Raju Mavani,rahul shagun acharya ganesh joshi jain bhatt upadhyay hrishitaa tiwari jaykar manoj choudhary aakash khedekar prashant shahane raju sachin kishori sharma smita disha mavani,2014,drama,
shaadi ke side effects,Saket Chaudhary,balan kapoor arun purab hariharan ila kohli vir da vidya agnihotri ram farhan gautami rati akhtar,2014,comedy romance,
gulaab gang,Soumik Sen,madhuri juhi chawla dixit,2014,social action,
queen,Vikas Bahl,rajkummar lisa haydon ranaut rao kangana,2014,drama romance,
total siyapaa,E Niwas,sara khan anupam kiron ali gautam yami kher zafar,2014,drama comedy,
bewakoofiyaan,Nupur Asthana,kapoor ayushmann sonam rishi khurrana,2014,romance,
neighbours: they are vampires,Shyam Ramsay,roushika khan arbaaz kapoor rufy vaidhya reikhi sunny ali dudani prince sodhi kirti shakti gavie chahal hritu singh,2014,horror,
w,Tarun Madan Chopra,sonal danish giani pandor leslie meer abhey ali attri tripathy raaj arora singh,2014,thriller,
ankhon dekhi,Rajat Kapoor,kapoor kala samit rajat da brijendra sanjay mishra,2014,comedy,
gang of ghosts,Satish Kaushik,mahie anupam saurabh joshi meera chunky pandey parambrata chatterjee chopra gill kher sharman shukla,2014,horror comedy,
lakshmi,Nagesh Kukunoor,kapoor monali satish thakur ram shefali shetty kaushik,2014,drama,
ragini mms 2,Bhushan Patel,parvin sunny divya leone daba dutta,2014,adult horror,
dishkiyaoon,Sanamjit Talwar,ayesha sunny baweja harman khanna deol narayanan prashant,2014,action,
o teri,Umesh Bist,anupam bedi manoj pahwa pulkit samrat amrohi mandira jane bilal vijay kher dia sarah raaz,2014,comedy,
station: the film,Saad Khan,siddhanth sundar batra kevin sameer verma vibhinta kanika roy,2014,thriller,
youngistaan,Syed Ahmad Afzal,neha shaikh boman jackky sharma irani bhagnani farooq,2014,drama,
ebn-e-batuta,Varun Middha,sayed dev gohar nazea satyendra manikpuri verma da neelam singh khare rajeev omkar,2014,sci fi comedy,
honour killing,Avtar Bhogal,prem tom zara sheikh grover alter chopra gulshan sandeep singh,2014,social,
jal,Girish Malik,purab yashpal kohli tannishtha kulhari sharma chatterjee kirti,2014,fantasy drama,
main tera hero,David Dhawan,evelyn d varun dhawan abhimanyu sharma cruz ileana singh fakhri nargis,2014,comedy,
bhoothnath returns,Nitesh Tiwari,parth bhalerao kashyap bachchan boman jadhav usha irani amitabh anurag,2014,fantasy child,
2 states,Abhishek Varman,kapoor bhatt amrita ronit arjun alia singh roy,2014,romance,
dekh tamasha dekh,Feroz Abbas Khan,ganesh satish yadav kaushik,2014,comedy,
lucky kabootar,Shammi Chhabra,khan madhavi kulraj eijaz sharma randhawa da sanjai ravi shraddha kishan mishra,2014,comedy romance,
kaanchi...,Subhash Ghai,kapoor mishti chakraborty aaryan kartik rishi mithun,2014,musical drama,
revolver rani,Sai Kabir,vir ranaut piyush da kangana zakir mishra hussain,2014,drama,
samrat & co.,Kaushik Ghatak,madalasa rajeev khandelwal sharma,2014,mystery drama thriller,
purani jeans,Tanushri Chattrji Bassu,izabelle tanuj rati sarika aditya agnihotri leite seal virwani,2014,drama romance,
kya dilli kya lahore,Vijay Raaz,pradhan vishwajeet vijay rishi manu raj zutshi raaz,2014,social,
angry young man,Ramesh Rout,sinha rathod ajay sinh prachi,2014,action,
kahin hai mera pyar,Mahesh Vaijnath Doijode,kapoor mann jackie shroff abhishek sonia sanjay sethiya,2014,romance,
hawaa hawaai,Amole Gupte,pragya yadav saqib partho saleem gupte,2014,drama,
khwaabb,Zaid Ali Khan,simer bajrang ali nafisa motiani navdip singh bali,2014,drama romance,
koyelaanchal,Ashu Trikha,vinod suniel vipino khanna shetty,2014,action,
manjunath,Sandeep A. Varma,seema yashpal divya sharma asif biswas dutta basra,2014,drama,
mastram,Akhilesh Jaiswal,rahul bagga berry tara alisha,2014,adult,
yeh hai bakrapur,Janaki Vishwanathan,khan shamim faiz suruchi uttkarsh yaushika anshuman verma mohammad asif aulakh majumdar jha basra amit sial,2014,comedy,
the xpos??,Ananth Narayan Mahadevan,sonali himesh adil reshammiya afroz honey raut zoya yo singh hussain,2014,thriller,
children of war,Mrityunjay Devvrat,victor shaikh indraneil banerjee pawan sengupta farooq malhotra,2014,drama,
m3 - midsummer midnight mumbai,Braj Bhushan,sara khan guddu chhabra a thakur pooja m para,2014,mystery,
heropanti,Sabbir Khan,sanon shroff tiger kriti,2014,action romance,
kochadaiiyaan,Soundarya Rajnikanth,deepika shroff jackie rajinikanth padukone shobana,2014,action,
city lights,Hansal Mehta,rajkummar patralekha rao,2014,drama,
kuku mathur ki jhand ho gayi,Aman Sachdeva,batra pallavi simran siddharth mundi kaur gupta,2014,comedy,
filmistaan,Nitin Kakkar,sharib gopal dutt hashmi kumud inaamulhaq mishra,2014,comedy,
holiday,A.R. Murugadoss,sinha sonakshi kumar akshay govinda,2014,action thriller,
fugly,Kabir Sadanand,sheirgill kiara advani lamba mohit jimmy vijender arfi marwah singh,2014,drama comedy,
machhli jal ki rani hai,Debaloy Dey,reema sakha swara debnath bhanu murli sharma kalyani rana bhaskar uday deepraj,2014,horror,
humshakals,Sajid Khan,kapoor khan esha ali saif deshmukh bhatia ram bipasha basu riteish tamannaah gupta,2014,romance drama comedy,
ek villain,Mohit Suri,kapoor sharif deshmukh sidharth aamna shraddha riteish malhotra,2014,romance thriller,
bobby jasoos,Samar Shaikh,balan kapoor anupriya ali azmi supriya vidya pathak arjan fazal tanvi bajwa,2014,drama comedy,
lekar hum deewana dil,Arif Ali,seth deeksha jain nikita armaan dutta,2014,comedy romance,
humpty sharma ki dulhania,Shashank Khaitan,bhatt dhawan siddharth alia varun shukla,2014,comedy romance,
hate story 2,Vishal Pandya,khera sushant chawla surveen rajesh bhanushali jay siddharth kher singh,2014,thriller,
bazaar-e-husn,Ajay Mehra,jeet yashpal ghosh puri sharma goshwami reshmi om,2014,drama,
riyasat,Ashok Tyagi,murad aryaman aryan rajesh khanna raja vishwajeet pradhan ramsay vaid,2014,action drama,
amit sahni ki list,Ajay Bhuyan,nayar shastri kavi vir da vega tamotia anindita,2014,comedy romance,
pizza,Akshay Akkineni,sharma dipannita oberoi parvathy akshay omanakuttan,2014,horror,
kick,Sajid Nadiadwala,khan nawazuddin jacqueline randeep siddiqui fernandez salman hooda,2014,action comedy,
entertainment,Sajid-Farhad,chakraborty prakash kumar sood bhatia akshay sonu raj tamannaah mithun,2014,comedy,
singham returns,Rohit Shetty,kapoor anupam amol ajay kher devgn gupte kareena,2014,action,
life is beautiful!,Manoj Amarnani,anokhi parth manoj nancy naik dalvi amarnani brunetta raj zutshi,2014,romance,
mad about dance,Saahil Prem,prem amrit maghera saahil,2014,dance,
mardaani,Pradeep Sarkar,sengupta mukerji jisshu rani,2014,action drama,
mumbhai connection,Atlanta Nagendra,badresia may dick batcha alieesa srinivas rafiq,2014,comedy,
abhinay chakra,Deepankar Senapati,deshpande murali richa ashutosh harish sharma kumar rana makrand govinda,2014,action comedy,
raja natwarlal,Kunal Deshmukh,emraan malick deepak paresh menon kay hashmi tijori rawal humaima,2014,thriller,
mary kom,Omung Kumar,priyanka kalitaa chopra zachary coffin minakkshi,2014,drama,
creature,Vikram Bhatt,bipasha imran abbas basu,2014,horror,
finding fanny,Homi Adajania,deepika kapoor shah dimple padukone naseeruddin kapadia kapur arjun pankaj,2014,drama comedy,
daawat-e-ishq,Habib Faisal,anupam aditya parineeti kapur chopra kher roy,2014,drama comedy,
khoobsurat,Shashanka Ghosh,kapoor khan kiron raza ratna sonam fawad pathak kher aamir hussain,2014,comedy romance,
3 a.m.,Vishal Mahadkar,nayar kavin salil dave acharya anindita singh rannvijay,2014,horror,
chaarfutiya chhokare,Manish Harishankar,khan soha seema ali biswas zakir hussain,2014,thriller,
desi kattey,Anand Kumar,suniel bajpai bhanushali jay akhil kapur tia agha shetty sasha,2014,action drama,
meinu ek ladki chaahiye,Abhishek Bindal,yadav sinha puru hussain raghuvir zakir reecha chibber,2014,social satire,
balwinder singh famous ho gaya,Sunil Agnihotri,shaan mika bertante gabriela singh,2014,comedy,
bang bang!,Siddharth Anand,hrithik javed roshan katrina kaif jaffrey,2014,action,
haider,Vishal Bhardwaj,shahid kapoor tabu menon kay shraddha,2014,drama,
jigariyaa,Raj Purohit,virendra deo navni raina harshvardhan natasha rastogi k parihar mardia saxena cherry,2014,romance,
ekkees toppon ki salaami,Ravindra Gautam,manu anupam divyendu neha sharma dhupia aditi rishi kher,2014,satire political,
tamanchey,Navneet Behal,dwivedi chadda nikhil richa,2014,crime romance,
mumbai 125 km 3d,Hemant Madhukar,pratap bajpai bohra veena vedita karanvir aparna malik singh,2014,horror,
sonali cable,Charudutt Acharya,chakraborty anupam juyal rhea ali jaykar smita kher fazal raghav,2014,drama comedy,
happy new year,Farah Khan,deepika rukh khan shah abhishek bachchan boman padukone vivaan irani sood sonu,2014,action comedy,
mumbai can dance saala,Sachindra Sharma,kapoor rakhi ashima sharma aditya pancholi narayanan shakti sawant prashant,2014,drama,
fireflies,Sabal Singh Sheikhawat,bedi mathur dogra rahul ghai khanna arjun monica aadya shivani,2014,drama,
roar - tigers of sunderbans,Kamal Sadanah,nora varinder achint ghuman shukla himarsha venkatsamy abhinav fatehi kaur singh,2014,action drama,
super nani,Indra Kumar,kapoor randhir joshi rekha kumar shweta sharman,2014,drama,
chaar sahibzaade,Harry Baweja,character animated,2014,historical animation,
rang rasiya,Ketan Mehta,sachin vidyarthi randeep ashish rawal paresh sen nandana khedekar hooda,2014,drama,
a decent arrangement,Sarovar Banka,shreya adhir shabana sharma azmi bhat kapadia nisshan lethia navniit nall vikram adam farid currim laupus,2014,drama,
the shaukeens,Abhishek Sharma,annu kapoor anupam lisa haydon piyush kumar kher akshay mishra,2014,comedy,
6 - 5 = 2,Bharat Jain,kapoor gaurav ashruth prashanth jain kothari raizada disha niharica gupta,2014,found horror footage,
kill dil,Shaad Ali,ali parineeti ranveer chopra zafar singh govinda,2014,drama romance,
golu aur pappu,Kabir Sadanand,kunaal shobhit deepak vir dimple rana da kapadia kapur tijori roy,2014,comedy,
happy ending,Raj Nidimoru and Krishna DK,khan ranvir koechlin d kalki ali saif cruz ileana govinda shorey,2014,comedy romance,
titoo mba,Amit Vats,dahiya pragya abhishek nishant kumar jaiswal,2014,comedy romance,
wah taj,Ajit Sinha,rakesh manjari fadnis sharma rajesh shreyas hemant pradhan vishwajeet shrivastav pandey talpade,2014,drama,
hum hai teen khurafaati,Rajeshwar Chauhan,kala khan bakshi kaushal manoj mausam chhabra sharma hemant panchal shrey hirjee brijendra pranshu pandey razzak heena vrajesh,2014,comedy,
ungli,Rensil D'Silva,emraan bedi neil randeep ranaut angad bhoopalam dutt hashmi sanjay kangana hooda,2014,drama,
zed plus,Chandraprakash Dwivedi,mona adil kulbhushan kharbanda rahul raina rastogi ekavali khanna mishra tanksale k sanjay anil tiwari shivani singh hussain mukesh,2014,drama,
zid,Vivek Agnihotri,handa barbie sharma da karanvir shraddha,2014,erotica thriller,
action jackson,Prabhu Deva,kunaal manasvi sinha sonakshi ajay gautam mamgai sood yami kapur sonu devgn roy,2014,comedy,
bhopal: a prayer for rain,Ravi Kumar,yadav penn kumar rajpal mishra brambach martin joshi sheen akhil thakrar satish manoj tannishtha chatterjee david kaushik santosham vineet mischa kal barton brook vasanth joy sengupta fagun,2014,drama,
mumbai delhi mumbai,Satish Rajwade,pandit bajpai shiv piaa,2014,drama,
sulemani keeda,Amit Masurkar,mayank naveen tewari vasudev kasturia aditi,2014,social drama,
take it easy,Sunil Prem Vyas,supriya jyoti gauba arya sulbha gokhale jadhav dipannita raj yash ghanekar smera anang vijay desai zutshi kashyap prasad sharma reddy karnik vikram joy sengupta,2014,drama,
badlapur boys,Shailesh Verma,annu kapoor anupam mohan kishori udapurkar shashank verma saranya maanav shahane aman,2014,sport,
life mein twist hai,Dinesh Soni,avtar shyam kedia,2014,drama romance,
luv...phir kabhie,Ajay Yadav,bedi arijita meghna saurabbh narendra patel roy,2014,drama,
main aur mr. riight,Adeeb Rais,sethna danny shenaz shastri anagha kavi gosain neha saru sobti mane treasuryvala barun varun khandelwal maia,2014,romance comedy,
objection my god,Amit Khan,zarina deshpande rajesh wahab sanjay khattar makrand mishra,2014,comedy,
room - the mystery,Faizal Khan,gandhi khan jamil roselyn juneja sharma ibra gambhir eshu rohit atif shashwita dsouza himir,2014,suspense thriller,
pk,Rajkumar Hirani,khan sushant anushka boman sharma dutt irani sanjay sethi ram aamir singh rajput,2014,drama comedy,
lingaa,K.S. Ravikumar,santhanam dev jagapathi sinha sonakshi manobala anushka rajinikanth brahmanandam illavarasu radha k karunakaran ravi vijayakumar babu gill shetty vishwanath,2014,action thriller,
ugly,Anurag Kashyap,sandesh madhavi rahul kolhapure goswami ronit kulkarni bhat jadhav shrivastava abir anshikaa girish singh tejaswini roy,2014,thriller,
international hero,Sanjay Niranjan,gurleen puneet issar grewal nakul chopra vaid jatin,2015,drama,
mumbai can dance saala,Sachindra Sharma,ashima sharma aditya pancholi narayanan tiwari prashant mukesh,2015,thriller,
take it easy,Sunil Prem Vyas,kashyap gokhale sengupta sulabha sharma arya anang dipannita vijay vikram joy raj desai zutshi,2015,drama,
tevar,Amit Sharma,kapoor manoj sinha sonakshi babbar bajpai arjun raj,2015,action romance,
alone,Bhushan Patel,grover bipasha karan singh basu,2015,horror,
crazy cukkad family,Ritesh Menon,kiran punjabi ninad swanand kushal kirkire shilpa karmarkar kamat shukla hussain yusuf,2015,comedy,
sharafat gayi tel lene,Gurmmeet Singh,khan anupam talia zayed tena desae benson kher singh rannvijay,2015,comedy thriller,
baby,Neeraj Pandey,danny anupam pannu kumar rana daggubati kay menon taapsee kher denzongpa akshay,2015,thriller,
dolly ki doli,Abhishek Dogra,kapoor rajkummar pulkit samrat sharma rao sonam varun,2015,comedy romantic,
chal guru ho ja shuru,Manoj Sharma,manoj pahwa hemant mishra sanjay chandrachur pandey singh,2015,comedy,
hawaizaada,Vibhu Puri,ayushmann pallavi khurrana sharda,2015,drama,
khamoshiyan: silences have secrets,Karan Dara,choudhary sapna ali gurmeet pabbi fazal,2015,horror,
rahasya,Manish Gupta,vidyarthi ashish menon kay chopra tisca,2015,mystery,
jai jawaan jai kisaan,Milan Ajmera,prem chakraborty jain bhutani puri khurana akhilesh agnihotri chopra sanjay rishi jatin rati om,2015,drama,
shamitabh,R. Balki,haasan bachchan dhanush akshara amitabh,2015,drama,
msg: the messenger,Gurmeet Ram Rahim Singh and Jeetu Arora,daniel gaurav gera rajpoot kaleb soni gurmeet fllora jayshree rahim saini olexandra semen jay himanshu ram tiwari singh,2015,action drama,
roy,Vikramjit Singh,kapoor jacqueline rampal ranbir fernandez arjun,2015,romance thriller,
badlapur,Sriram Raghavan,nawazuddin huma vinay divya dhawan siddiqui gautam yami pathak qureshi varun dutta,2015,action thriller,
qissa,Anup Singh,khan shome jalali rasika tillotama faezeh chopra irrfan duggal tisca,2015,historical drama,
ab tak chhappan 2,Aejaz Gulab,panag patekar ashutosh gokhale gul nana rana vikram,2015,crime drama,
dum laga ke haisha,Sharat Katariya,ayushmann pednekar bhumi khurrana,2015,comedy,
badmashiyaan,Amit Khanna,mehra sharib sidhant mukherjee hashmi karan gunjan suzzanna malhotra gupta,2015,comedy romantic,
coffee bloom,Manu Warrier,garg mohan mathur sugandha arjun kapur,2015,drama romance,
dirty politics,K. C. Bokadia,shroff jackie anupam ashutosh mallika rana sherawat kulkarni kher atul,2015,drama political,
hey bro,Ajay Chandhok,maninder nupur sharma acharya ganesh singh,2015,comedy,
nh10,Navdeep Singh,darshan neil anushka sharma bhoopalam kumar,2015,thriller,
dilliwali zaalim girlfriend,Japinder Kaur,shroff jackie divyendu dubey sharma ira mishra prachi,2015,comedy,
hunterrr,Harshavardhan Kulkarni,devaiah apte radhika gulshan tamhankar sai,2015,comedy,
barkhaa,Shadaab Mirza,sara shah pandit taaha loren shweta chatterjee priyanshu,2015,romance,
detective byomkesh bakshy,Dibakar Banerjee,sushant neeraj anand divya menon mukherjee kabi chang swastika tiwari meiyang singh rajput,2015,thriller,
paisa ho paisa,Muktha Sunder,madalasa kanishka dhruv soni sharma bhandari,2015,comedy,
luckhnowi ishq,Aanand Raut,kotak suman adhyayan karishma,2015,romance,
dharam sankat mein,Fuwad Khan,annu kapoor shah murali sharma paresh naseeruddin rawal,2015,drama,
ek paheli leela,Bobby Khan,ahlawat dev rahul arora sunny mohit jas rajneesh leone bhanushali jay duggal,2015,musical,
court,Chaitanya Tamhane,vira gombher kulkarni satidhar vivek geetanjali,2015,drama,
margarita with a straw,Shonali Bose,koechlin kalki revathi hussain dalal,2015,drama,
mr. x,Vikram Bhatt,emraan nora amyra hashmi dastur fatehi,2015,sci fi thriller,
